#ID      EIFS 	      EIPFS 	   FSbin        FSseg
943 -282573.176295 0.000000 -3.966847 -0.923628
4769 -282573.175361 0.000000 -3.965913 -0.922694
8675 -282573.176295 0.000000 -3.966848 -0.923628
12638 -282573.176294 0.000000 -3.966847 -0.923627
12922 -282573.175361 0.000000 -3.965913 -0.922694
917 -282573.345446 0.000000 -4.135999 -1.092779
4729 -282573.357263 0.000000 -4.147815 -1.104596
8594 -282573.345446 0.000000 -4.135998 -1.092779
8892 -282573.357160 0.000000 -4.147712 -1.104493
12904 -282573.357263 0.000000 -4.147815 -1.104596
890 -282572.588695 0.000000 -3.379247 -0.336028
4855 -282572.588861 0.000000 -3.379414 -0.336194
8674 -282572.588695 0.000000 -3.379247 -0.336028
12584 -282572.588695 0.000000 -3.379248 -0.336028
12669 -282572.588861 0.000000 -3.379414 -0.336194
834 -282574.628508 0.000000 -5.419061 -2.375841
4825 -282574.628600 0.000000 -5.419153 -2.375933
8633 -282574.628508 0.000000 -5.419061 -2.375841
8762 -282574.628509 0.000000 -5.419061 -2.375841
12815 -282574.626710 0.000000 -5.417262 -2.374043
789 -282574.608144 0.000000 -5.398696 -2.355477
4591 -282572.242605 0.000000 -3.033157 0.010062
4773 -282574.608144 0.000000 -5.398696 -2.355477
8878 -282572.242594 0.000000 -3.033146 0.010073
12794 -282572.242605 0.000000 -3.033157 0.010063
970 -282572.899628 0.000000 -3.690181 -0.646961
4793 -282572.899371 0.000000 -3.689924 -0.646704
8759 -282572.899628 0.000000 -3.690180 -0.646961
12583 -282572.899142 0.000000 -3.689694 -0.646474
12874 -282572.899371 0.000000 -3.689924 -0.646704
874 -282572.791721 0.000000 -3.582273 -0.539054
4732 -282572.791666 0.000000 -3.582219 -0.538999
8729 -282572.786671 0.000000 -3.577223 -0.534004
8635 -282572.791717 0.000000 -3.582269 -0.539050
12907 -282572.791666 0.000000 -3.582219 -0.538999
788 -282572.363447 0.000000 -3.154000 -0.110780
4687 -282572.363439 0.000000 -3.153992 -0.110772
4954 -282572.363447 0.000000 -3.154000 -0.110780
8936 -282572.363439 0.000000 -3.153992 -0.110772
12793 -282572.733973 0.000000 -3.524525 -0.481306
969 -282574.666560 0.000000 -5.457112 -2.413893
4897 -282574.666868 0.000000 -5.457421 -2.414201
8697 -282574.666560 0.000000 -5.457113 -2.413893
12667 -282574.666560 0.000000 -5.457112 -2.413893
12905 -282574.666299 0.000000 -5.456852 -2.413632
945 -282575.102501 0.000000 -5.893054 -2.849834
4772 -282575.099805 0.000000 -5.890357 -2.847138
8636 -282575.102501 0.000000 -5.893053 -2.849834
8634 -282575.102500 0.000000 -5.893052 -2.849833
12925 -282575.099805 0.000000 -5.890357 -2.847138
697 -282574.617878 0.000000 -5.408431 -2.365211
4686 -282574.617914 0.000000 -5.408466 -2.365247
4593 -282575.120492 0.000000 -5.911044 -2.867825
8891 -282574.617878 0.000000 -5.408430 -2.365210
12871 -282574.617914 0.000000 -5.408466 -2.365247
666 -282574.751778 0.000000 -5.542330 -2.499111
664 -282574.751740 0.000000 -5.542292 -2.499073
4950 -282574.751778 0.000000 -5.542330 -2.499111
8847 -282574.751738 0.000000 -5.542290 -2.499071
12842 -282574.751740 0.000000 -5.542293 -2.499073
897 -282575.016866 0.000000 -5.807418 -2.764199
4896 -282575.016464 0.000000 -5.807017 -2.763797
8803 -282575.016580 0.000000 -5.807132 -2.763913
12607 -282575.016866 0.000000 -5.807418 -2.764199
16543 -282575.016464 0.000000 -5.807017 -2.763797
32590 -282573.287839 0.000000 -4.078391 -1.035172
4572 -282573.287794 0.000000 -4.078346 -1.035127
4690 -282573.438889 0.000000 -4.229442 -1.186222
8881 -282573.287766 0.000000 -4.078318 -1.035098
12755 -282573.287794 0.000000 -4.078346 -1.035127
833 -282573.461893 0.000000 -4.252446 -1.209226
4604 -282574.765749 0.000000 -5.556301 -2.513081
8593 -282573.461893 0.000000 -4.252446 -1.209226
8805 -282573.461901 0.000000 -4.252453 -1.209234
12814 -282574.765748 0.000000 -5.556301 -2.513081
622 -282574.903200 0.000000 -5.693752 -2.650532
877 -282574.818332 0.000000 -5.608885 -2.565665
973 -282574.903106 0.000000 -5.693659 -2.650439
4857 -282574.818277 0.000000 -5.608829 -2.565610
4805 -282574.903199 0.000000 -5.693752 -2.650532
8677 -282574.818332 0.000000 -5.608885 -2.565665
8802 -282574.903106 0.000000 -5.693659 -2.650439
12545 -282574.818332 0.000000 -5.608884 -2.565665
12711 -282574.903106 0.000000 -5.693659 -2.650439
44459 -282574.817605 0.000000 -5.608158 -2.564938
946 -282573.942791 0.000000 -4.733344 -1.690124
4774 -282573.943618 0.000000 -4.734171 -1.690951
8761 -282573.942792 0.000000 -4.733344 -1.690124
12586 -282573.943753 0.000000 -4.734306 -1.691086
12927 -282573.943618 0.000000 -4.734171 -1.690951
791 -282573.579197 0.000000 -4.369750 -1.326530
832 -282573.913280 0.000000 -4.703832 -1.660613
4648 -282573.579213 0.000000 -4.369765 -1.326546
4731 -282573.913330 0.000000 -4.703882 -1.660663
4952 -282573.579197 0.000000 -4.369750 -1.326530
8528 -282573.913280 0.000000 -4.703832 -1.660613
8938 -282573.579216 0.000000 -4.369768 -1.326548
8845 -282573.913271 0.000000 -4.703824 -1.660604
12796 -282574.022341 0.000000 -4.812893 -1.769674
12906 -282573.913330 0.000000 -4.703882 -1.660663
718 -282573.361540 0.000000 -4.152092 -1.108873
988 -282573.367057 0.000000 -4.157609 -1.114390
4931 -282573.361540 0.000000 -4.152092 -1.108873
8709 -282573.367054 0.000000 -4.157607 -1.114387
12710 -282573.367057 0.000000 -4.157609 -1.114390
999 -282574.616930 0.000000 -5.407482 -2.364263
5080 -282574.616869 0.000000 -5.407421 -2.364201
9171 -282574.616930 0.000000 -5.407482 -2.364262
44971 -282574.616369 0.000000 -5.406921 -2.363702
12930 -282574.616869 0.000000 -5.407421 -2.364202
1190 -282575.244671 0.000000 -6.035223 -2.992003
5161 -282575.244637 0.000000 -6.035190 -2.991970
9213 -282575.244740 0.000000 -6.035293 -2.992073
8967 -282575.244671 0.000000 -6.035224 -2.992004
12942 -282575.244637 0.000000 -6.035190 -2.991970
1222 -282574.879306 0.000000 -5.669859 -2.626639
5204 -282574.879279 0.000000 -5.669831 -2.626612
4974 -282574.879306 0.000000 -5.669859 -2.626639
8981 -282574.879284 0.000000 -5.669837 -2.626617
44801 -282575.231669 0.000000 -6.022221 -2.979002
1264 -282574.838365 0.000000 -5.628917 -2.585698
1036 -282574.958427 0.000000 -5.748979 -2.705760
1029 -282574.826617 0.000000 -5.617170 -2.573950
5012 -282574.958430 0.000000 -5.748982 -2.705763
4987 -282574.838365 0.000000 -5.628917 -2.585698
9130 -282574.958427 0.000000 -5.748979 -2.705760
9008 -282574.838367 0.000000 -5.628920 -2.585700
13226 -282574.958427 0.000000 -5.748979 -2.705760
13162 -282574.826617 0.000000 -5.617170 -2.573950
17268 -282574.958430 0.000000 -5.748982 -2.705763
1039 -282574.442578 0.000000 -5.233130 -2.189911
5118 -282574.442763 0.000000 -5.233316 -2.190096
40919 -282574.442578 0.000000 -5.233131 -2.189911
13229 -282574.442579 0.000000 -5.233131 -2.189912
12931 -282574.442763 0.000000 -5.233316 -2.190096
1391 -282574.290711 0.000000 -5.081264 -2.038044
990 -282574.290633 0.000000 -5.081185 -2.037965
4986 -282574.318493 0.000000 -5.109045 -2.065826
9107 -282574.290633 0.000000 -5.081185 -2.037966
13099 -282574.290633 0.000000 -5.081185 -2.037966
1138 -282574.743986 0.000000 -5.534538 -2.491319
5289 -282574.454656 0.000000 -5.245208 -2.201989
4975 -282574.743986 0.000000 -5.534538 -2.491318
8956 -282574.743987 0.000000 -5.534539 -2.491320
13019 -282574.454656 0.000000 -5.245208 -2.201988
1096 -282574.897423 0.000000 -5.687975 -2.644756
5160 -282574.897398 0.000000 -5.687951 -2.644731
9313 -282574.897423 0.000000 -5.687975 -2.644756
8949 -282574.897420 0.000000 -5.687973 -2.644753
12989 -282574.892359 0.000000 -5.682911 -2.639692
1307 -282573.915697 0.000000 -4.706250 -1.663030
989 -282573.915693 0.000000 -4.706245 -1.663026
5064 -282573.915697 0.000000 -4.706250 -1.663030
9047 -282573.915694 0.000000 -4.706246 -1.663026
13185 -282573.919461 0.000000 -4.710014 -1.666794
1225 -282573.927763 0.000000 -4.718315 -1.675096
5329 -282573.927752 0.000000 -4.718305 -1.675085
36811 -282573.927763 0.000000 -4.718315 -1.675096
8984 -282573.927750 0.000000 -4.718302 -1.675082
13057 -282573.927752 0.000000 -4.718305 -1.675085
1095 -282574.811017 0.000000 -5.601569 -2.558350
5266 -282574.814949 0.000000 -5.605502 -2.562282
9255 -282574.811017 0.000000 -5.601569 -2.558350
8969 -282574.814956 0.000000 -5.605508 -2.562289
12988 -282574.814949 0.000000 -5.605502 -2.562282
1060 -282574.815362 0.000000 -5.605915 -2.562695
36880 -282574.814698 0.000000 -5.605251 -2.562031
9174 -282574.815362 0.000000 -5.605915 -2.562695
13268 -282574.815362 0.000000 -5.605914 -2.562694
12981 -282574.814698 0.000000 -5.605251 -2.562031
1306 -282574.816198 0.000000 -5.606751 -2.563531
1030 -282574.815166 0.000000 -5.605718 -2.562499
5011 -282574.816198 0.000000 -5.606751 -2.563531
9129 -282574.815166 0.000000 -5.605718 -2.562499
13184 -282574.815166 0.000000 -5.605719 -2.562499
1265 -282574.685565 0.000000 -5.476117 -2.432898
5236 -282574.685567 0.000000 -5.476119 -2.432900
4978 -282574.685565 0.000000 -5.476117 -2.432898
9009 -282574.685570 0.000000 -5.476122 -2.432903
13163 -282574.428537 0.000000 -5.219090 -2.175870
1201 -282574.324214 0.000000 -5.114766 -2.071547
5203 -282574.324232 0.000000 -5.114784 -2.071565
9336 -282574.324214 0.000000 -5.114766 -2.071547
8968 -282574.324208 0.000000 -5.114760 -2.071541
12960 -282574.324232 0.000000 -5.114784 -2.071565
32854 -282574.295672 0.000000 -5.086224 -2.043005
5121 -282574.295748 0.000000 -5.086300 -2.043081
9214 -282574.295672 0.000000 -5.086225 -2.043005
13355 -282574.295673 0.000000 -5.086225 -2.043006
12934 -282574.295748 0.000000 -5.086300 -2.043081
1402 -282574.295298 0.000000 -5.085851 -2.042631
998 -282574.295467 0.000000 -5.086020 -2.042800
5079 -282574.295298 0.000000 -5.085851 -2.042631
9128 -282574.295468 0.000000 -5.086021 -2.042801
13130 -282574.295467 0.000000 -5.086020 -2.042800
33010 -282574.272325 0.000000 -5.062878 -2.019658
5332 -282574.272291 0.000000 -5.062843 -2.019624
4988 -282573.984393 0.000000 -4.774946 -1.731726
9108 -282574.272289 0.000000 -5.062841 -2.019622
13060 -282574.272291 0.000000 -5.062843 -2.019624
1137 -282573.937085 0.000000 -4.727638 -1.684418
5288 -282573.938434 0.000000 -4.728986 -1.685767
9335 -282573.937085 0.000000 -4.727638 -1.684418
8955 -282573.937083 0.000000 -4.727636 -1.684416
13018 -282573.938434 0.000000 -4.728987 -1.685767
1063 -282573.925521 0.000000 -4.716073 -1.672853
5162 -282573.925409 0.000000 -4.715961 -1.672742
9314 -282573.925520 0.000000 -4.716073 -1.672853
13271 -282573.925520 0.000000 -4.716072 -1.672853
44783 -282573.924802 0.000000 -4.715355 -1.672135
1038 -282573.925051 0.000000 -4.715603 -1.672384
5078 -282573.925399 0.000000 -4.715952 -1.672732
9078 -282573.925520 0.000000 -4.716073 -1.672853
13228 -282573.925051 0.000000 -4.715603 -1.672384
17269 -282573.925399 0.000000 -4.715952 -1.672732
1268 -282573.911013 0.000000 -4.701566 -1.658346
991 -282573.911017 0.000000 -4.701570 -1.658350
5065 -282573.911013 0.000000 -4.701566 -1.658346
9012 -282573.911015 0.000000 -4.701568 -1.658348
13100 -282573.911017 0.000000 -4.701570 -1.658350
1224 -282573.765735 0.000000 -4.556288 -1.513068
5287 -282573.765690 0.000000 -4.556243 -1.513023
4970 -282573.364617 0.000000 -4.155170 -1.111950
8983 -282573.765730 0.000000 -4.556283 -1.513063
13017 -282573.765690 0.000000 -4.556243 -1.513023
1097 -282573.364749 0.000000 -4.155301 -1.112082
5267 -282573.365286 0.000000 -4.155839 -1.112619
9217 -282573.364749 0.000000 -4.155301 -1.112082
8950 -282573.364749 0.000000 -4.155301 -1.112081
12990 -282573.365286 0.000000 -4.155839 -1.112619
