#ID      EIFS 	      EIPFS 	   FSbin        FSseg
95 -2778.709616 0.000000 -5.763011 -2.538790
176 -2778.709616 0.000000 -5.763011 -2.538790
17 -2778.258955 0.000000 -5.312350 -2.088129
96 -2778.258955 0.000000 -5.312350 -2.088129
16 -2779.013460 0.000000 -6.066855 -2.842634
99 -2779.013460 0.000000 -6.066855 -2.842634
20 -2778.360242 0.000000 -5.413637 -2.189416
97 -2778.360242 0.000000 -5.413637 -2.189416
19 -2777.462506 0.000000 -4.515901 -1.291680
98 -2777.462506 0.000000 -4.515901 -1.291680
