,delta_E_seg_GB_i,Fi,Xi,Pi
351,-2.299199221876973,5.008022145217107e-05,1.0,5.008022145217107e-05
352,-2.297547908699607,5.0287974623338315e-05,1.0,5.0287974623338315e-05
353,-2.2958965955222403,5.049418253886212e-05,1.0,5.049418253886212e-05
354,-2.2942452823448742,5.06988497850806e-05,1.0,5.06988497850806e-05
355,-2.2925939691675072,5.090198181778499e-05,1.0,5.090198181778499e-05
356,-2.2909426559901407,5.110358496362666e-05,1.0,5.110358496362666e-05
357,-2.2892913428127737,5.1303666421176564e-05,1.0,5.1303666421176564e-05
358,-2.287640029635408,5.150223426163653e-05,1.0,5.150223426163653e-05
359,-2.2859887164580406,5.1699297429201725e-05,1.0,5.1699297429201725e-05
360,-2.284337403280674,5.189486574107304e-05,1.0,5.189486574107304e-05
361,-2.2826860901033075,5.208894988712005e-05,1.0,5.208894988712005e-05
362,-2.281034776925941,5.228156142919287e-05,1.0,5.228156142919287e-05
363,-2.2793834637485744,5.2472712800083615e-05,1.0,5.2472712800083615e-05
364,-2.277732150571208,5.2662417302136855e-05,1.0,5.2662417302136855e-05
365,-2.2760808373938413,5.28506891055092e-05,1.0,5.28506891055092e-05
366,-2.2744295242164743,5.303754324607807e-05,1.0,5.303754324607807e-05
367,-2.272778211039108,5.3222995622999734e-05,1.0,5.3222995622999734e-05
368,-2.2711268978617407,5.340706299591729e-05,1.0,5.340706299591729e-05
369,-2.2694755846843746,5.358976298181864e-05,1.0,5.358976298181864e-05
370,-2.2678242715070085,5.3771114051545224e-05,1.0,5.3771114051545224e-05
371,-2.266172958329641,5.395113552595198e-05,1.0,5.395113552595198e-05
372,-2.264521645152275,5.412984757171987e-05,1.0,5.412984757171987e-05
373,-2.2628703319749084,5.4307271196821e-05,1.0,5.4307271196821e-05
374,-2.261219018797542,5.448342824563817e-05,1.0,5.448342824563817e-05
375,-2.2595677056201757,5.465834139373959e-05,1.0,5.465834139373959e-05
376,-2.2579163924428087,5.483203414231001e-05,1.0,5.483203414231001e-05
377,-2.2562650792654417,5.500453081223976e-05,1.0,5.500453081223976e-05
378,-2.254613766088075,5.5175856537873376e-05,1.0,5.5175856537873376e-05
379,-2.2529624529107086,5.534603726041866e-05,1.0,5.534603726041866e-05
380,-2.251311139733342,5.551509972101926e-05,1.0,5.551509972101926e-05
381,-2.2496598265559755,5.568307145349118e-05,1.0,5.568307145349118e-05
382,-2.248008513378609,5.5849980776726185e-05,1.0,5.5849980776726185e-05
383,-2.2463572002012424,5.601585678676394e-05,1.0,5.601585678676394e-05
384,-2.244705887023876,5.6180729348534876e-05,1.0,5.6180729348534876e-05
385,-2.2430545738465093,5.6344629087276684e-05,1.0,5.6344629087276684e-05
386,-2.2414032606691423,5.650758737962626e-05,1.0,5.650758737962626e-05
387,-2.239751947491776,5.666963634439056e-05,1.0,5.666963634439056e-05
388,-2.238100634314409,5.683080883299834e-05,1.0,5.683080883299834e-05
389,-2.236449321137042,5.6991138419636244e-05,1.0,5.6991138419636244e-05
390,-2.2347980079596756,5.71506593910719e-05,1.0,5.71506593910719e-05
391,-2.233146694782309,5.730940673616777e-05,1.0,5.730940673616777e-05
392,-2.2314953816049434,5.746741613508829e-05,1.0,5.746741613508829e-05
393,-2.2298440684275764,5.76247239482046e-05,1.0,5.76247239482046e-05
394,-2.22819275525021,5.778136720469994e-05,1.0,5.778136720469994e-05
395,-2.2265414420728438,5.7937383590879686e-05,1.0,5.7937383590879686e-05
396,-2.2248901288954768,5.8092811438190124e-05,1.0,5.8092811438190124e-05
397,-2.2232388157181098,5.8247689710949655e-05,1.0,5.8247689710949655e-05
398,-2.221587502540743,5.840205799379708e-05,1.0,5.840205799379708e-05
399,-2.2199361893633767,5.855595647886124e-05,1.0,5.855595647886124e-05
400,-2.2182848761860097,5.870942595265653e-05,1.0,5.870942595265653e-05
401,-2.216633563008644,5.886250778270908e-05,1.0,5.886250778270908e-05
402,-2.214982249831277,5.9015243903918394e-05,1.0,5.9015243903918394e-05
403,-2.2133309366539105,5.9167676804659975e-05,1.0,5.9167676804659975e-05
404,-2.2116796234765435,5.931984951263354e-05,1.0,5.931984951263354e-05
405,-2.210028310299177,5.9471805580462635e-05,1.0,5.9471805580462635e-05
406,-2.2083769971218103,5.962358907105153e-05,1.0,5.962358907105153e-05
407,-2.206725683944444,5.977524454270442e-05,1.0,5.977524454270442e-05
408,-2.205074370767077,5.992681703401368e-05,1.0,5.992681703401368e-05
409,-2.2034230575897107,6.00783520485229e-05,1.0,6.00783520485229e-05
410,-2.201771744412344,6.022989553917102e-05,1.0,6.022989553917102e-05
411,-2.2001204312349776,6.03814938925245e-05,1.0,6.03814938925245e-05
412,-2.198469118057611,6.0533193912803686e-05,1.0,6.0533193912803686e-05
413,-2.1968178048802445,6.068504280571072e-05,1.0,6.068504280571072e-05
414,-2.1951664917028784,6.083708816206589e-05,1.0,6.083708816206589e-05
415,-2.193515178525512,6.098937794125966e-05,1.0,6.098937794125966e-05
416,-2.1918638653481444,6.11419604545281e-05,1.0,6.11419604545281e-05
417,-2.1902125521707783,6.129488434805897e-05,1.0,6.129488434805897e-05
418,-2.1885612389934117,6.144819858593697e-05,1.0,6.144819858593697e-05
419,-2.1869099258160447,6.160195243293545e-05,1.0,6.160195243293545e-05
420,-2.185258612638678,6.175619543716345e-05,1.0,6.175619543716345e-05
421,-2.183607299461312,6.191097741257603e-05,1.0,6.191097741257603e-05
422,-2.181955986283945,6.206634842135706e-05,1.0,6.206634842135706e-05
423,-2.180304673106578,6.222235875618276e-05,1.0,6.222235875618276e-05
424,-2.1786533599292115,6.237905892237522e-05,1.0,6.237905892237522e-05
425,-2.177002046751845,6.253649961995526e-05,1.0,6.253649961995526e-05
426,-2.1753507335744784,6.269473172560375e-05,1.0,6.269473172560375e-05
427,-2.173699420397112,6.285380627454095e-05,1.0,6.285380627454095e-05
428,-2.1720481072197453,6.301377444233389e-05,1.0,6.301377444233389e-05
429,-2.1703967940423787,6.317468752664128e-05,1.0,6.317468752664128e-05
430,-2.168745480865012,6.33365969289066e-05,1.0,6.33365969289066e-05
431,-2.1670941676876456,6.349955413600891e-05,1.0,6.349955413600891e-05
432,-2.165442854510279,6.366361070188243e-05,1.0,6.366361070188243e-05
433,-2.1637915413329125,6.38288182291151e-05,1.0,6.38288182291151e-05
434,-2.162140228155546,6.399522835053698e-05,1.0,6.399522835053698e-05
435,-2.160488914978179,6.416289271080934e-05,1.0,6.416289271080934e-05
436,-2.1588376018008124,6.43318629480253e-05,1.0,6.43318629480253e-05
437,-2.157186288623446,6.450219067533383e-05,1.0,6.450219067533383e-05
438,-2.1555349754460797,6.467392746259703e-05,1.0,6.467392746259703e-05
439,-2.1538836622687128,6.484712481809385e-05,1.0,6.484712481809385e-05
440,-2.1522323490913458,6.502183417028025e-05,1.0,6.502183417028025e-05
441,-2.15058103591398,6.519810684961829e-05,1.0,6.519810684961829e-05
442,-2.1489297227366126,6.53759940704856e-05,1.0,6.53759940704856e-05
443,-2.1472784095592456,6.555554691317697e-05,1.0,6.555554691317697e-05
444,-2.1456270963818795,6.573681630601016e-05,1.0,6.573681630601016e-05
445,-2.143975783204513,6.591985300754791e-05,1.0,6.591985300754791e-05
446,-2.1423244700271464,6.610470758894762e-05,1.0,6.610470758894762e-05
447,-2.14067315684978,6.629143041645154e-05,1.0,6.629143041645154e-05
448,-2.1390218436724133,6.648007163402929e-05,1.0,6.648007163402929e-05
449,-2.1373705304950468,6.667068114618455e-05,1.0,6.667068114618455e-05
450,-2.1357192173176798,6.686330860093853e-05,1.0,6.686330860093853e-05
451,-2.1340679041403137,6.705800337300205e-05,1.0,6.705800337300205e-05
452,-2.1324165909629467,6.725481454714886e-05,1.0,6.725481454714886e-05
453,-2.130765277785581,6.745379090180152e-05,1.0,6.745379090180152e-05
454,-2.1291139646082136,6.765498089284292e-05,1.0,6.765498089284292e-05
455,-2.127462651430847,6.785843263766468e-05,1.0,6.785843263766468e-05
456,-2.1258113382534805,6.806419389946515e-05,1.0,6.806419389946515e-05
457,-2.124160025076114,6.827231207180825e-05,1.0,6.827231207180825e-05
458,-2.122508711898748,6.848283416345562e-05,1.0,6.848283416345562e-05
459,-2.120857398721381,6.869580678348326e-05,1.0,6.869580678348326e-05
460,-2.1192060855440142,6.891127612669497e-05,1.0,6.891127612669497e-05
461,-2.1175547723666472,6.912928795934342e-05,1.0,6.912928795934342e-05
462,-2.1159034591892807,6.934988760517048e-05,1.0,6.934988760517048e-05
463,-2.114252146011914,6.957311993177856e-05,1.0,6.957311993177856e-05
464,-2.112600832834548,6.979902933734286e-05,1.0,6.979902933734286e-05
465,-2.110949519657181,7.002765973767625e-05,1.0,7.002765973767625e-05
466,-2.1092982064798145,7.025905455365739e-05,1.0,7.025905455365739e-05
467,-2.107646893302448,7.049325669903206e-05,1.0,7.049325669903206e-05
468,-2.1059955801250814,7.073030856859809e-05,1.0,7.073030856859809e-05
469,-2.104344266947715,7.09702520267842e-05,1.0,7.09702520267842e-05
470,-2.1026929537703483,7.121312839663155e-05,1.0,7.121312839663155e-05
471,-2.1010416405929817,7.145897844918858e-05,1.0,7.145897844918858e-05
472,-2.099390327415615,7.170784239332694e-05,1.0,7.170784239332694e-05
473,-2.097739014238248,7.195975986598865e-05,1.0,7.195975986598865e-05
474,-2.0960877010608816,7.221476992287118e-05,1.0,7.221476992287118e-05
475,-2.0944363878835146,7.247291102956106e-05,1.0,7.247291102956106e-05
476,-2.0927850747061485,7.273422105312093e-05,1.0,7.273422105312093e-05
477,-2.091133761528782,7.29987372541396e-05,1.0,7.29987372541396e-05
478,-2.0894824483514154,7.326649627925121e-05,1.0,7.326649627925121e-05
479,-2.0878311351740493,7.353753415412996e-05,1.0,7.353753415412996e-05
480,-2.086179821996682,7.381188627696703e-05,1.0,7.381188627696703e-05
481,-2.0845285088193157,7.40895874124351e-05,1.0,7.40895874124351e-05
482,-2.0828771956419487,7.437067168614592e-05,1.0,7.437067168614592e-05
483,-2.0812258824645817,7.465517257960598e-05,1.0,7.465517257960598e-05
484,-2.079574569287216,7.494312292567397e-05,1.0,7.494312292567397e-05
485,-2.077923256109849,7.523455490452472e-05,1.0,7.523455490452472e-05
486,-2.0762719429324825,7.552950004012255e-05,1.0,7.552950004012255e-05
487,-2.074620629755116,7.58279891972072e-05,1.0,7.58279891972072e-05
488,-2.0729693165777494,7.613005257879419e-05,1.0,7.613005257879419e-05
489,-2.071318003400383,7.643571972419228e-05,1.0,7.643571972419228e-05
490,-2.0696666902230163,7.674501950753861e-05,1.0,7.674501950753861e-05
491,-2.0680153770456497,7.705798013685268e-05,1.0,7.705798013685268e-05
492,-2.0663640638682828,7.737462915360926e-05,1.0,7.737462915360926e-05
493,-2.0647127506909158,7.769499343282943e-05,1.0,7.769499343282943e-05
494,-2.0630614375135496,7.801909918369027e-05,1.0,7.801909918369027e-05
495,-2.061410124336183,7.834697195064968e-05,1.0,7.834697195064968e-05
496,-2.0597588111588165,7.867863661508559e-05,1.0,7.867863661508559e-05
497,-2.05810749798145,7.901411739744668e-05,1.0,7.901411739744668e-05
498,-2.0564561848040834,7.935343785991079e-05,1.0,7.935343785991079e-05
499,-2.0548048716267164,7.969662090954785e-05,1.0,7.969662090954785e-05
500,-2.05315355844935,8.004368880198205e-05,1.0,8.004368880198205e-05
501,-2.0515022452719838,8.039466314554929e-05,1.0,8.039466314554929e-05
502,-2.0498509320946168,8.074956490594259e-05,1.0,8.074956490594259e-05
503,-2.04819961891725,8.110841441134078e-05,1.0,8.110841441134078e-05
504,-2.046548305739884,8.147123135801234e-05,1.0,8.147123135801234e-05
505,-2.044896992562517,8.183803481638759e-05,1.0,8.183803481638759e-05
506,-2.0432456793851506,8.220884323759063e-05,1.0,8.220884323759063e-05
507,-2.041594366207784,8.258367446042256e-05,1.0,8.258367446042256e-05
508,-2.039943053030417,8.296254571878648e-05,1.0,8.296254571878648e-05
509,-2.038291739853051,8.334547364954413e-05,1.0,8.334547364954413e-05
510,-2.0366404266756843,8.37324743007944e-05,1.0,8.37324743007944e-05
511,-2.0349891134983173,8.412356314056129e-05,1.0,8.412356314056129e-05
512,-2.0333378003209512,8.451875506588068e-05,1.0,8.451875506588068e-05
513,-2.031686487143584,8.491806441227344e-05,1.0,8.491806441227344e-05
514,-2.0300351739662177,8.53215049635914e-05,1.0,8.53215049635914e-05
515,-2.0283838607888507,8.572908996222353e-05,1.0,8.572908996222353e-05
516,-2.0267325476114846,8.614083211964783e-05,1.0,8.614083211964783e-05
517,-2.0250812344341185,8.655674362731458e-05,1.0,8.655674362731458e-05
518,-2.023429921256751,8.69768361678465e-05,1.0,8.69768361678465e-05
519,-2.0217786080793845,8.740112092653872e-05,1.0,8.740112092653872e-05
520,-2.020127294902018,8.782960860314515e-05,1.0,8.782960860314515e-05
521,-2.018475981724652,8.82623094239317e-05,1.0,8.82623094239317e-05
522,-2.016824668547285,8.869923315398195e-05,1.0,8.869923315398195e-05
523,-2.0151733553699183,8.914038910973599e-05,1.0,8.914038910973599e-05
524,-2.013522042192552,8.958578617174639e-05,1.0,8.958578617174639e-05
525,-2.011870729015185,9.00354327976311e-05,1.0,9.00354327976311e-05
526,-2.0102194158378186,9.04893370352062e-05,1.0,9.04893370352062e-05
527,-2.008568102660452,9.094750653577882e-05,1.0,9.094750653577882e-05
528,-2.006916789483085,9.140994856758084e-05,1.0,9.140994856758084e-05
529,-2.005265476305719,9.187667002932388e-05,1.0,9.187667002932388e-05
530,-2.003614163128352,9.23476774638554e-05,1.0,9.23476774638554e-05
531,-2.0019628499509854,9.282297707189571e-05,1.0,9.282297707189571e-05
532,-2.000311536773619,9.330257472583571e-05,1.0,9.330257472583571e-05
533,-1.9986602235962525,9.378647598357409e-05,1.0,9.378647598357409e-05
534,-1.9970089104188855,9.427468610237264e-05,1.0,9.427468610237264e-05
535,-1.9953575972415192,9.476721005270972e-05,1.0,9.476721005270972e-05
536,-1.9937062840641528,9.526405253210965e-05,1.0,9.526405253210965e-05
537,-1.992054970886786,9.57652179789265e-05,1.0,9.57652179789265e-05
538,-1.9904036577094195,9.627071058606148e-05,1.0,9.627071058606148e-05
539,-1.9887523445320527,9.678053431459138e-05,1.0,9.678053431459138e-05
540,-1.987101031354686,9.729469290728715e-05,1.0,9.729469290728715e-05
541,-1.9854497181773196,9.781318990200002e-05,1.0,9.781318990200002e-05
542,-1.9837984049999529,9.833602864489492e-05,1.0,9.833602864489492e-05
543,-1.9821470918225863,9.886321230350784e-05,1.0,9.886321230350784e-05
544,-1.98049577864522,9.939474387960688e-05,1.0,9.939474387960688e-05
545,-1.9788444654678528,9.993062622183437e-05,1.0,9.993062622183437e-05
546,-1.9771931522904864,0.0001004708620381104,1.0,0.0001004708620381104
547,-1.97554183911312,0.00010101545390777422,1.0,0.00010101545390777422
548,-1.973890525935753,0.00010156440429344477,1.0,0.00010156440429344477
549,-1.9722392127583863,0.00010211771555257856,1.0,0.00010211771555257856
550,-1.97058789958102,0.00010267538994870344,1.0,0.00010267538994870344
551,-1.9689365864036532,0.00010323742966231052,1.0,0.00010323742966231052
552,-1.9672852732262869,0.0001038038368013816,1.0,0.0001038038368013816
553,-1.9656339600489203,0.00010437461341153412,1.0,0.00010437461341153412
554,-1.9639826468715536,0.00010494976148576447,1.0,0.00010494976148576447
555,-1.9623313336941872,0.00010552928297376996,1.0,0.00010552928297376996
556,-1.9606800205168209,0.00010611317979083176,1.0,0.00010611317979083176
557,-1.959028707339454,0.000106701453826241,1.0,0.000106701453826241
558,-1.9573773941620876,0.00010729410695125,1.0,0.00010729410695125
559,-1.9557260809847208,0.00010789114102653282,1.0,0.00010789114102653282
560,-1.954074767807354,0.00010849255790913758,1.0,0.00010849255790913758
561,-1.9524234546299877,0.00010909835945891579,1.0,0.00010909835945891579
562,-1.950772141452621,0.00010970854754441358,1.0,0.00010970854754441358
563,-1.9491208282752543,0.00011032312404820908,1.0,0.00011032312404820908
564,-1.947469515097888,0.00011094209087168398,1.0,0.00011094209087168398
565,-1.9458182019205208,0.0001115654499392152,1.0,0.0001115654499392152
566,-1.9441668887431545,0.00011219320320177393,1.0,0.00011219320320177393
567,-1.9425155755657881,0.000112825352639921,1.0,0.000112825352639921
568,-1.9408642623884207,0.00011346190026618799,1.0,0.00011346190026618799
569,-1.9392129492110544,0.0001141028481268327,1.0,0.0001141028481268327
570,-1.9375616360336883,0.00011474819830296108,1.0,0.00011474819830296108
571,-1.9359103228563213,0.00011539795291100678,1.0,0.00011539795291100678
572,-1.9342590096789551,0.00011605211410255997,1.0,0.00011605211410255997
573,-1.9326076965015884,0.0001167106840635395,1.0,0.0001167106840635395
574,-1.9309563833242216,0.00011737366501270258,1.0,0.00011737366501270258
575,-1.9293050701468557,0.00011804105919948715,1.0,0.00011804105919948715
576,-1.9276537569694885,0.00011871286890118147,1.0,0.00011871286890118147
577,-1.9260024437921217,0.00011938909641942005,1.0,0.00011938909641942005
578,-1.9243511306147552,0.00012006974407600295,1.0,0.00012006974407600295
579,-1.9226998174373888,0.0001207548142080362,1.0,0.0001207548142080362
580,-1.921048504260022,0.00012144430916239548,1.0,0.00012144430916239548
581,-1.9193971910826555,0.00012213823128951108,1.0,0.00012213823128951108
582,-1.917745877905289,0.00012283658293647882,1.0,0.00012283658293647882
583,-1.9160945647279224,0.0001235393664394979,1.0,0.0001235393664394979
584,-1.914443251550556,0.00012424658411563973,1.0,0.00012424658411563973
585,-1.912791938373189,0.00012495823825395372,1.0,0.00012495823825395372
586,-1.9111406251958225,0.00012567433110591421,1.0,0.00012567433110591421
587,-1.9094893120184562,0.00012639486487521756,1.0,0.00012639486487521756
588,-1.9078379988410887,0.00012711984170693514,1.0,0.00012711984170693514
589,-1.9061866856637224,0.00012784926367603262,1.0,0.00012784926367603262
590,-1.9045353724863558,0.0001285831327752655,1.0,0.0001285831327752655
591,-1.9028840593089893,0.00012932145090246107,1.0,0.00012932145090246107
592,-1.9012327461316232,0.00013006421984719963,1.0,0.00013006421984719963
593,-1.8995814329542564,0.00013081144127690715,1.0,0.00013081144127690715
594,-1.8979301197768896,0.00013156311672237473,1.0,0.00013156311672237473
595,-1.896278806599523,0.00013231924756271853,1.0,0.00013231924756271853
596,-1.8946274934221563,0.0001330798350097968,1.0,0.0001330798350097968
597,-1.8929761802447895,0.00013384488009210096,1.0,0.00013384488009210096
598,-1.8913248670674232,0.00013461438363813832,1.0,0.00013461438363813832
599,-1.8896735538900569,0.0001353883462593262,1.0,0.0001353883462593262
600,-1.88802224071269,0.00013616676833241598,1.0,0.00013616676833241598
601,-1.8863709275353235,0.0001369496499814685,1.0,0.0001369496499814685
602,-1.8847196143579565,0.0001377369910594023,1.0,0.0001377369910594023
603,-1.8830683011805904,0.00013852879112913718,1.0,0.00013852879112913718
604,-1.881416988003224,0.00013932504944435615,1.0,0.00013932504944435615
605,-1.8797656748258569,0.00014012576492990948,1.0,0.00014012576492990948
606,-1.8781143616484903,0.00014093093616188764,1.0,0.00014093093616188764
607,-1.8764630484711242,0.0001417405613473851,1.0,0.0001417405613473851
608,-1.8748117352937568,0.00014255463830398592,1.0,0.00014255463830398592
609,-1.8731604221163909,0.00014337316443899367,1.0,0.00014337316443899367
610,-1.871509108939024,0.00014419613672843755,1.0,0.00014419613672843755
611,-1.8698577957616576,0.00014502355169587996,1.0,0.00014502355169587996
612,-1.868206482584291,0.00014585540539105617,1.0,0.00014585540539105617
613,-1.866555169406924,0.00014669169336837555,1.0,0.00014669169336837555
614,-1.8649038562295577,0.00014753241066531303,1.0,0.00014753241066531303
615,-1.8632525430521911,0.00014837755178072457,1.0,0.00014837755178072457
616,-1.8616012298748248,0.0001492271106531139,1.0,0.0001492271106531139
617,-1.8599499166974576,0.00015008108063888518,1.0,0.00015008108063888518
618,-1.8582986035200912,0.0001509394544906112,1.0,0.0001509394544906112
619,-1.856647290342725,0.00015180222433535117,1.0,0.00015180222433535117
620,-1.854995977165358,0.00015266938165305042,1.0,0.00015266938165305042
621,-1.853344663987992,0.00015354091725505218,1.0,0.00015354091725505218
622,-1.8516933508106248,0.0001544168212627597,1.0,0.0001544168212627597
623,-1.8500420376332585,0.0001552970830864758,1.0,0.0001552970830864758
624,-1.848390724455892,0.000156181691404459,1.0,0.000156181691404459
625,-1.8467394112785247,0.00015707063414222542,1.0,0.00015707063414222542
626,-1.8450880981011584,0.00015796389845213157,1.0,0.00015796389845213157
627,-1.843436784923792,0.0001588614706932725,1.0,0.0001588614706932725
628,-1.8417854717464253,0.00015976333641172608,1.0,0.00015976333641172608
629,-1.8401341585690587,0.00016066948032118046,1.0,0.00016066948032118046
630,-1.838482845391692,0.0001615798862839738,1.0,0.0001615798862839738
631,-1.8368315322143256,0.00016249453729258245,1.0,0.00016249453729258245
632,-1.8351802190369588,0.00016341341545158942,1.0,0.00016341341545158942
633,-1.8335289058595925,0.00016433650196016374,1.0,0.00016433650196016374
634,-1.8318775926822255,0.00016526377709508684,1.0,0.00016526377709508684
635,-1.8302262795048592,0.0001661952201943535,1.0,0.0001661952201943535
636,-1.8285749663274924,0.00016713080964138134,1.0,0.00016713080964138134
637,-1.8269236531501256,0.000168070522849858,1.0,0.000168070522849858
638,-1.8252723399727595,0.00016901433624925895,1.0,0.00016901433624925895
639,-1.8236210267953927,0.0001699622252710619,1.0,0.0001699622252710619
640,-1.8219697136180264,0.00017091416433569006,1.0,0.00017091416433569006
641,-1.8203184004406596,0.0001718701268402111,1.0,0.0001718701268402111
642,-1.8186670872632928,0.00017283008514681946,1.0,0.00017283008514681946
643,-1.8170157740859263,0.00017379401057213118,1.0,0.00017379401057213118
644,-1.81536446090856,0.0001747618733773136,1.0,0.0001747618733773136
645,-1.8137131477311927,0.00017573364275907824,1.0,0.00017573364275907824
646,-1.8120618345538264,0.00017670928684156023,1.0,0.00017670928684156023
647,-1.81041052137646,0.0001776887726691074,1.0,0.0001776887726691074
648,-1.8087592081990933,0.00017867206620000305,1.0,0.00017867206620000305
649,-1.8071078950217268,0.00017965913230114097,1.0,0.00017965913230114097
650,-1.80545658184436,0.0001806499347436766,1.0,0.0001806499347436766
651,-1.8038052686669932,0.00018164443619967042,1.0,0.00018164443619967042
652,-1.8021539554896269,0.0001826425982397437,1.0,0.0001826425982397437
653,-1.8005026423122603,0.00018364438133176391,1.0,0.00018364438133176391
654,-1.7988513291348938,0.00018464974484057325,1.0,0.00018464974484057325
655,-1.7972000159575268,0.00018565864702877727,1.0,0.00018565864702877727
656,-1.7955487027801604,0.00018667104505860508,1.0,0.00018667104505860508
657,-1.793897389602794,0.00018768689499485493,1.0,0.00018768689499485493
658,-1.792246076425427,0.00018870615180893347,1.0,0.00018870615180893347
659,-1.7905947632480608,0.0001897287693839999,1.0,0.0001897287693839999
660,-1.788943450070694,0.00019075470052122174,1.0,0.00019075470052122174
661,-1.7872921368933274,0.00019178389694714837,1.0,0.00019178389694714837
662,-1.785640823715961,0.00019281630932220972,1.0,0.00019281630932220972
663,-1.7839895105385943,0.00019385188725033967,1.0,0.00019385188725033967
664,-1.7823381973612278,0.00019489057928972968,1.0,0.00019489057928972968
665,-1.7806868841838608,0.00019593233296471077,1.0,0.00019593233296471077
666,-1.7790355710064945,0.00019697709477876522,1.0,0.00019697709477876522
667,-1.7773842578291281,0.00019802481022866328,1.0,0.00019802481022866328
668,-1.7757329446517611,0.00019907542381972186,1.0,0.00019907542381972186
669,-1.7740816314743948,0.00020012887908217936,1.0,0.00020012887908217936
670,-1.772430318297028,0.00020118511858868,1.0,0.00020118511858868
671,-1.7707790051196617,0.0002022440839728574,1.0,0.0002022440839728574
672,-1.769127691942295,0.00020330571594901007,1.0,0.00020330571594901007
673,-1.7674763787649284,0.00020436995433285296,1.0,0.00020436995433285296
674,-1.7658250655875616,0.00020543673806333522,1.0,0.00020543673806333522
675,-1.7641737524101953,0.00020650600522550592,1.0,0.00020650600522550592
676,-1.7625224392328285,0.00020757769307441524,1.0,0.00020757769307441524
677,-1.7608711260554621,0.0002086517380600285,1.0,0.0002086517380600285
678,-1.7592198128780954,0.00020972807585313623,1.0,0.00020972807585313623
679,-1.7575684997007286,0.0002108066413722383,1.0,0.0002108066413722383
680,-1.7559171865233618,0.00021188736881137864,1.0,0.00021188736881137864
681,-1.7542658733459957,0.00021297019166890835,1.0,0.00021297019166890835
682,-1.7526145601686294,0.00021405504277714887,1.0,0.00021405504277714887
683,-1.7509632469912624,0.00021514185433292945,1.0,0.00021514185433292945
684,-1.7493119338138956,0.0002162305579289695,1.0,0.0002162305579289695
685,-1.747660620636529,0.000217321084586078,1.0,0.000217321084586078
686,-1.7460093074591625,0.0002184133647861344,1.0,0.0002184133647861344
687,-1.744357994281796,0.00021950732850582218,1.0,0.00021950732850582218
688,-1.7427066811044294,0.00022060290525107842,1.0,0.00022060290525107842
689,-1.7410553679270626,0.00022170002409222504,1.0,0.00022170002409222504
690,-1.739404054749696,0.00022279861369974336,1.0,0.00022279861369974336
691,-1.7377527415723295,0.00022389860238065785,1.0,0.00022389860238065785
692,-1.7361014283949632,0.00022499991811548487,1.0,0.00022499991811548487
693,-1.7344501152175962,0.00022610248859570873,1.0,0.00022610248859570873
694,-1.7327988020402296,0.00022720624126174502,1.0,0.00022720624126174502
695,-1.7311474888628633,0.000228311103341345,1.0,0.000228311103341345
696,-1.7294961756854963,0.0002294170018884021,1.0,0.0002294170018884021
697,-1.7278448625081297,0.00023052386382211136,1.0,0.00023052386382211136
698,-1.7261935493307632,0.00023163161596643925,1.0,0.00023163161596643925
699,-1.7245422361533966,0.0002327401850898584,1.0,0.0002327401850898584
700,-1.72289092297603,0.0002338494979452976,1.0,0.0002338494979452976
701,-1.7212396097986635,0.00023495948131026172,1.0,0.00023495948131026172
702,-1.719588296621297,0.00023607006202706982,1.0,0.00023607006202706982
703,-1.7179369834439302,0.0002371811670431678,1.0,0.0002371811670431678
704,-1.7162856702665636,0.00023829272345145854,1.0,0.00023829272345145854
705,-1.7146343570891966,0.00023940465853060806,1.0,0.00023940465853060806
706,-1.7129830439118303,0.00024051689978526737,1.0,0.00024051689978526737
707,-1.7113317307344642,0.00024162937498616851,1.0,0.00024162937498616851
708,-1.7096804175570972,0.00024274201221003507,1.0,0.00024274201221003507
709,-1.7080291043797309,0.00024385473987926216,1.0,0.00024385473987926216
710,-1.7063777912023639,0.0002449674868013104,1.0,0.0002449674868013104
711,-1.7047264780249975,0.00024608018220776177,1.0,0.00024608018220776177
712,-1.7030751648476308,0.00024719275579298893,1.0,0.00024719275579298893
713,-1.7014238516702642,0.0002483051377523802,1.0,0.0002483051377523802
714,-1.6997725384928977,0.0002494172588200757,1.0,0.0002494172588200757
715,-1.6981212253155311,0.0002505290503061556,1.0,0.0002505290503061556
716,-1.6964699121381646,0.0002516404441332348,1.0,0.0002516404441332348
717,-1.6948185989607978,0.00025275137287240933,1.0,0.00025275137287240933
718,-1.6931672857834312,0.00025386176977850507,1.0,0.00025386176977850507
719,-1.691515972606065,0.00025497156882457885,1.0,0.00025497156882457885
720,-1.689864659428698,0.0002560807047356207,1.0,0.0002560807047356207
721,-1.6882133462513316,0.0002571891130214103,1.0,0.0002571891130214103
722,-1.6865620330739648,0.0002582967300084753,1.0,0.0002582967300084753
723,-1.6849107198965982,0.0002594034928711083,1.0,0.0002594034928711083
724,-1.6832594067192317,0.0002605093396613927,1.0,0.0002605093396613927
725,-1.6816080935418651,0.0002616142093381909,1.0,0.0002616142093381909
726,-1.6799567803644986,0.0002627180417950519,1.0,0.0002627180417950519
727,-1.6783054671871318,0.00026382077788699067,1.0,0.00026382077788699067
728,-1.6766541540097653,0.0002649223594561014,1.0,0.0002649223594561014
729,-1.6750028408323987,0.00026602272935595625,1.0,0.00026602272935595625
730,-1.673351527655032,0.0002671218314747554,1.0,0.0002671218314747554
