,delta_E_seg_GB_i,Fi,Xi,Pi
731,-1.6717002144776656,0.00026821961075718304,1.0,0.00026821961075718304
732,-1.6700489013002988,0.00026931601322493625,1.0,0.00026931601322493625
733,-1.6683975881229325,0.0002704109859958853,1.0,0.0002704109859958853
734,-1.6667462749455657,0.00027150447730183564,1.0,0.00027150447730183564
735,-1.6650949617681992,0.0002725964365048534,1.0,0.0002725964365048534
736,-1.6634436485908324,0.0002736868141121231,1.0,0.0002736868141121231
737,-1.6617923354134658,0.0002747755617893092,1.0,0.0002747755617893092
738,-1.6601410222360993,0.0002758626323723924,1.0,0.0002758626323723924
739,-1.6584897090587327,0.00027694797987795134,1.0,0.00027694797987795134
740,-1.6568383958813662,0.00027803155951186645,1.0,0.00027803155951186645
741,-1.6551870827039994,0.0002791133276764237,1.0,0.0002791133276764237
742,-1.6535357695266328,0.00028019324197579425,1.0,0.00028019324197579425
743,-1.6518844563492665,0.00028127126121987335,1.0,0.00028127126121987335
744,-1.6502331431718995,0.0002823473454264592,1.0,0.0002823473454264592
745,-1.6485818299945332,0.000283421455821757,1.0,0.000283421455821757
746,-1.6469305168171664,0.00028449355483919653,1.0,0.00028449355483919653
747,-1.6452792036397998,0.00028556360611654803,1.0,0.00028556360611654803
748,-1.6436278904624333,0.0002866315744913337,1.0,0.0002866315744913337
749,-1.6419765772850667,0.00028769742599452173,1.0,0.00028769742599452173
750,-1.6403252641077002,0.0002887611278425028,1.0,0.0002887611278425028
751,-1.6386739509303334,0.0002898226484273446,1.0,0.0002898226484273446
752,-1.6370226377529669,0.00029088195730532415,1.0,0.00029088195730532415
753,-1.6353713245756003,0.0002919390251837439,1.0,0.0002919390251837439
754,-1.6337200113982338,0.0002929938239060288,1.0,0.0002929938239060288
755,-1.632068698220867,0.0002940463264351205,1.0,0.0002940463264351205
756,-1.6304173850435004,0.0002950965068351689,1.0,0.0002950965068351689
757,-1.628766071866134,0.0002961443402515411,1.0,0.0002961443402515411
758,-1.627114758688767,0.000297189802889154,1.0,0.000297189802889154
759,-1.6254634455114008,0.00029823287198915265,1.0,0.00029823287198915265
760,-1.6238121323340342,0.00029927352580395026,1.0,0.00029927352580395026
761,-1.6221608191566674,0.00030031174357065063,1.0,0.00030031174357065063
762,-1.6205095059793009,0.000301347505482879,1.0,0.000301347505482879
763,-1.6188581928019343,0.00030238079266104334,1.0,0.00030238079266104334
764,-1.6172068796245678,0.00030341158712105735,1.0,0.00030341158712105735
765,-1.615555566447201,0.0003044398717415537,1.0,0.0003044398717415537
766,-1.6139042532698344,0.0003054656302296194,1.0,0.0003054656302296194
767,-1.612252940092468,0.0003064888470850931,1.0,0.0003064888470850931
768,-1.6106016269151011,0.00030750950756345283,1.0,0.00030750950756345283
769,-1.6089503137377348,0.00030852759763734283,1.0,0.00030852759763734283
770,-1.6072990005603682,0.0003095431039567748,1.0,0.0003095431039567748
771,-1.6056476873830017,0.0003105560138080482,1.0,0.0003105560138080482
772,-1.603996374205635,0.0003115663150714401,1.0,0.0003115663150714401
773,-1.6023450610282683,0.00031257399617770463,1.0,0.00031257399617770463
774,-1.6006937478509016,0.000313579046063439,1.0,0.000313579046063439
775,-1.599042434673535,0.00031458145412536435,1.0,0.00031458145412536435
776,-1.5973911214961685,0.00031558121017357635,1.0,0.00031558121017357635
777,-1.595739808318802,0.0003165783043838212,1.0,0.0003165783043838212
778,-1.5940884951414354,0.00031757272724885425,1.0,0.00031757272724885425
779,-1.5924371819640686,0.00031856446952894163,1.0,0.00031856446952894163
780,-1.5907858687867018,0.00031955352220156387,1.0,0.00031955352220156387
781,-1.5891345556093357,0.0003205398764103892,1.0,0.0003205398764103892
782,-1.5874832424319691,0.00032152352341357164,1.0,0.00032152352341357164
783,-1.5858319292546024,0.00032250445453145147,1.0,0.00032250445453145147
784,-1.5841806160772356,0.00032348266109371535,1.0,0.00032348266109371535
785,-1.582529302899869,0.0003244581343860893,1.0,0.0003244581343860893
786,-1.5808779897225025,0.0003254308655966366,1.0,0.0003254308655966366
787,-1.579226676545136,0.00032640084576172673,1.0,0.00032640084576172673
788,-1.5775753633677694,0.00032736806571174965,1.0,0.00032736806571174965
789,-1.5759240501904026,0.00032833251601665245,1.0,0.00032833251601665245
790,-1.574272737013036,0.00032929418693136757,1.0,0.00032929418693136757
791,-1.5726214238356695,0.0003302530683412094,1.0,0.0003302530683412094
792,-1.5709701106583032,0.00033120914970732017,1.0,0.00033120914970732017
793,-1.5693187974809364,0.00033216242001223164,1.0,0.00033216242001223164
794,-1.5676674843035696,0.0003331128677056332,1.0,0.0003331128677056332
795,-1.5660161711262033,0.00033406048065041244,1.0,0.00033406048065041244
796,-1.5643648579488365,0.0003350052460690545,1.0,0.0003350052460690545
797,-1.5627135447714697,0.0003359471504904774,1.0,0.0003359471504904774
798,-1.5610622315941032,0.00033688617969737796,1.0,0.00033688617969737796
799,-1.5594109184167366,0.00033782231867417585,1.0,0.00033782231867417585
800,-1.55775960523937,0.0003387555515556275,1.0,0.0003387555515556275
801,-1.5561082920620035,0.00033968586157619347,1.0,0.00033968586157619347
802,-1.554456978884637,0.00034061323102023904,1.0,0.00034061323102023904
803,-1.5528056657072702,0.0003415376411731424,1.0,0.0003415376411731424
804,-1.5511543525299036,0.00034245907227339466,1.0,0.00034245907227339466
805,-1.5495030393525369,0.0003433775034657697,1.0,0.0003433775034657697
806,-1.5478517261751703,0.00034429291275563453,1.0,0.00034429291275563453
807,-1.546200412997804,0.0003452052769644883,1.0,0.0003452052769644883
808,-1.5445490998204372,0.0003461145716867981,1.0,0.0003461145716867981
809,-1.5428977866430706,0.00034702077124821034,1.0,0.00034702077124821034
810,-1.541246473465704,0.00034792384866521334,1.0,0.00034792384866521334
811,-1.5395951602883375,0.0003488237756063253,1.0,0.0003488237756063253
812,-1.537943847110971,0.0003497205223548765,1.0,0.0003497205223548765
813,-1.5362925339336042,0.00035061405777346284,1.0,0.00035061405777346284
814,-1.5346412207562377,0.00035150434927013727,1.0,0.00035150434927013727
815,-1.5329899075788709,0.0003523913627664107,1.0,0.0003523913627664107
816,-1.5313385944015043,0.0003532750626671263,1.0,0.0003532750626671263
817,-1.5296872812241378,0.00035415541183227985,1.0,0.00035415541183227985
818,-1.5280359680467712,0.00035503237155084025,1.0,0.00035503237155084025
819,-1.5263846548694049,0.00035590590151664465,1.0,0.00035590590151664465
820,-1.524733341692038,0.0003567759598064196,1.0,0.0003567759598064196
821,-1.5230820285146716,0.00035764250285999304,1.0,0.00035764250285999304
822,-1.5214307153373048,0.0003585054854627501,1.0,0.0003585054854627501
823,-1.5197794021599382,0.00035936486073039065,1.0,0.00035936486073039065
824,-1.5181280889825717,0.0003602205800960397,1.0,0.0003602205800960397
825,-1.5164767758052051,0.0003610725932997629,1.0,0.0003610725932997629
826,-1.5148254626278386,0.0003619208483805326,1.0,0.0003619208483805326
827,-1.5131741494504718,0.00036276529167069294,1.0,0.00036276529167069294
828,-1.5115228362731052,0.0003636058677929671,1.0,0.0003636058677929671
829,-1.509871523095739,0.00036444251966004685,1.0,0.00036444251966004685
830,-1.508220209918372,0.0003652751884768043,1.0,0.0003652751884768043
831,-1.5065688967410056,0.00036610381374515866,1.0,0.00036610381374515866
832,-1.5049175835636388,0.0003669283332716367,1.0,0.0003669283332716367
833,-1.5032662703862725,0.0003677486831776496,1.0,0.0003677486831776496
834,-1.5016149572089057,0.00036856479791252386,1.0,0.00036856479791252386
835,-1.4999636440315391,0.00036937661026930046,1.0,0.00036937661026930046
836,-1.4983123308541724,0.00037018405140333284,1.0,0.00037018405140333284
837,-1.4966610176768058,0.00037098705085369656,1.0,0.00037098705085369656
838,-1.4950097044994393,0.0003717855365674321,1.0,0.0003717855365674321
839,-1.4933583913220727,0.00037257943492663035,1.0,0.00037257943492663035
840,-1.4917070781447062,0.0003733686707783689,1.0,0.0003733686707783689
841,-1.4900557649673394,0.0003741531674675154,1.0,0.0003741531674675154
842,-1.4884044517899728,0.00037493284687238685,1.0,0.00037493284687238685
843,-1.4867531386126065,0.00037570762944328284,1.0,0.00037570762944328284
844,-1.4851018254352395,0.0003764774342438748,1.0,0.0003764774342438748
845,-1.4834505122578732,0.0003772421789954564,1.0,0.0003772421789954564
846,-1.4817991990805064,0.000378001780124042,1.0,0.000378001780124042
847,-1.4801478859031398,0.0003787561528103012,1.0,0.0003787561528103012
848,-1.4784965727257733,0.00037950521104231517,1.0,0.00037950521104231517
849,-1.4768452595484067,0.0003802488676711381,1.0,0.0003802488676711381
850,-1.4751939463710402,0.00038098703446913816,1.0,0.00038098703446913816
851,-1.4735426331936734,0.0003817196221910985,1.0,0.0003817196221910985
852,-1.4718913200163068,0.0003824465406380458,1.0,0.0003824465406380458
853,-1.4702400068389403,0.0003831676987237799,1.0,0.0003831676987237799
854,-1.4685886936615735,0.00038388300454406517,1.0,0.00038388300454406517
855,-1.4669373804842067,0.00038459236544845227,1.0,0.00038459236544845227
856,-1.4652860673068404,0.0003852956881146851,1.0,0.0003852956881146851
857,-1.463634754129474,0.0003859928786256513,1.0,0.0003859928786256513
858,-1.4619834409521073,0.00038668384254883135,1.0,0.00038668384254883135
859,-1.4603321277747408,0.00038736848501819317,1.0,0.00038736848501819317
860,-1.458680814597374,0.0003880467108184847,1.0,0.0003880467108184847
861,-1.4570295014200074,0.0003887184244718614,1.0,0.0003887184244718614
862,-1.4553781882426409,0.0003893835303268014,1.0,0.0003893835303268014
863,-1.4537268750652743,0.000390041932649234,1.0,0.000390041932649234
864,-1.4520755618879078,0.00039069353571582956,1.0,0.00039069353571582956
865,-1.4504242487105412,0.0003913382439093744,1.0,0.0003913382439093744
866,-1.4487729355331744,0.0003919759618161678,1.0,0.0003919759618161678
867,-1.447121622355808,0.00039260659432536517,1.0,0.00039260659432536517
868,-1.445470309178441,0.0003932300467301943,1.0,0.0003932300467301943
869,-1.4438189960010748,0.0003938462248309667,1.0,0.0003938462248309667
870,-1.442167682823708,0.0003944550350398032,1.0,0.0003944550350398032
871,-1.4405163696463414,0.0003950563844869955,1.0,0.0003950563844869955
872,-1.4388650564689753,0.0003956501811289136,1.0,0.0003956501811289136
873,-1.4372137432916083,0.0003962363338573769,1.0,0.0003962363338573769
874,-1.4355624301142416,0.000396814752610398,1.0,0.000396814752610398
875,-1.433911116936875,0.0003973853484842093,1.0,0.0003973853484842093
876,-1.4322598037595085,0.0003979480338464747,1.0,0.0003979480338464747
877,-1.430608490582142,0.0003985027224506036,1.0,0.0003985027224506036
878,-1.4289571774047751,0.00039904932955105177,1.0,0.00039904932955105177
879,-1.4273058642274086,0.0003995877720195301,1.0,0.0003995877720195301
880,-1.425654551050042,0.00040011796846200554,1.0,0.00040011796846200554
881,-1.4240032378726757,0.0004006398393364031,1.0,0.0004006398393364031
882,-1.4223519246953091,0.0004011533070708988,1.0,0.0004011533070708988
883,-1.4207006115179424,0.000401658296182701,1.0,0.000401658296182701
884,-1.4190492983405756,0.000402154733397218,1.0,0.000402154733397218
885,-1.4173979851632088,0.0004026425477674977,1.0,0.0004026425477674977
886,-1.4157466719858425,0.00040312167079383887,1.0,0.00040312167079383887
887,-1.4140953588084757,0.0004035920365434567,1.0,0.0004035920365434567
888,-1.4124440456311094,0.0004040535817700992,1.0,0.0004040535817700992
889,-1.4107927324537426,0.000404506246033504,1.0,0.000404506246033504
890,-1.409141419276376,0.0004049499718185757,1.0,0.0004049499718185757
891,-1.4074901060990097,0.00040538470465418196,1.0,0.00040538470465418196
892,-1.405838792921643,0.0004058103932314522,1.0,0.0004058103932314522
893,-1.4041874797442764,0.0004062269895214596,1.0,0.0004062269895214596
894,-1.4025361665669096,0.00040663444889218667,1.0,0.00040663444889218667
895,-1.400884853389543,0.0004070327302246495,1.0,0.0004070327302246495
896,-1.3992335402121765,0.0004074217960280714,1.0,0.0004074217960280714
897,-1.3975822270348102,0.00040780161255399733,1.0,0.00040780161255399733
898,-1.3959309138574432,0.00040817214990922733,1.0,0.00040817214990922733
899,-1.3942796006800766,0.0004085333821674652,1.0,0.0004085333821674652
900,-1.3926282875027098,0.0004088852874795654,1.0,0.0004088852874795654
901,-1.3909769743253435,0.0004092278481822665,1.0,0.0004092278481822665
902,-1.3893256611479772,0.0004095610509053056,1.0,0.0004095610509053056
903,-1.3876743479706102,0.00040988488667679433,1.0,0.00040988488667679433
904,-1.3860230347932436,0.00041019935102675696,1.0,0.00041019935102675696
905,-1.3843717216158768,0.000410504444088716,1.0,0.000410504444088716
906,-1.3827204084385103,0.0004108001706992205,1.0,0.0004108001706992205
907,-1.381069095261144,0.00041108654049521116,1.0,0.00041108654049521116
908,-1.3794177820837772,0.0004113635680091161,1.0,0.0004113635680091161
909,-1.3777664689064106,0.0004116312727615765,1.0,0.0004116312727615765
910,-1.376115155729044,0.0004118896793516984,1.0,0.0004118896793516984
911,-1.3744638425516775,0.00041213881754473085,1.0,0.00041213881754473085
912,-1.372812529374311,0.00041237872235707463,1.0,0.00041237872235707463
913,-1.3711612161969442,0.00041260943413851966,1.0,0.00041260943413851966
914,-1.3695099030195776,0.0004128309986516225,1.0,0.0004128309986516225
915,-1.367858589842211,0.0004130434671481274,1.0,0.0004130434671481274
916,-1.3662072766648443,0.0004132468964423427,1.0,0.0004132468964423427
917,-1.3645559634874778,0.0004134413489813816,1.0,0.0004134413489813816
918,-1.3629046503101112,0.0004136268929121879,1.0,0.0004136268929121879
919,-1.3612533371327449,0.0004138036021452503,1.0,0.0004138036021452503
920,-1.3596020239553779,0.0004139715564149441,1.0,0.0004139715564149441
921,-1.3579507107780115,0.00041413084133640047,1.0,0.00041413084133640047
922,-1.3562993976006448,0.0004142815484588432,1.0,0.0004142815484588432
923,-1.3546480844232782,0.00041442377531531295,1.0,0.00041442377531531295
924,-1.3529967712459117,0.00041455762546871086,1.0,0.00041455762546871086
925,-1.3513454580685451,0.0004146832085540955,1.0,0.0004146832085540955
926,-1.3496941448911786,0.0004148006403171651,1.0,0.0004148006403171651
927,-1.3480428317138118,0.0004149100426488674,1.0,0.0004149100426488674
928,-1.3463915185364452,0.0004150115436160797,1.0,0.0004150115436160797
929,-1.344740205359079,0.0004151052774883032,1.0,0.0004151052774883032
930,-1.343088892181712,0.00041519138476031706,1.0,0.00041519138476031706
931,-1.3414375790043456,0.0004152700121707512,1.0,0.0004152700121707512
932,-1.3397862658269788,0.00041534131271652797,1.0,0.00041534131271652797
933,-1.3381349526496122,0.00041540544566313024,1.0,0.00041540544566313024
934,-1.3364836394722457,0.0004154625765506654,1.0,0.0004154625765506654
935,-1.3348323262948791,0.0004155128771956842,1.0,0.0004155128771956842
936,-1.3331810131175124,0.00041555652568872506,1.0,0.00041555652568872506
937,-1.3315296999401458,0.0004155937063875621,1.0,0.0004155937063875621
938,-1.3298783867627793,0.00041562460990612795,1.0,0.00041562460990612795
939,-1.3282270735854127,0.00041564943309909525,1.0,0.00041564943309909525
940,-1.326575760408046,0.0004156683790421007,1.0,0.0004156683790421007
941,-1.3249244472306794,0.0004156816570075983,1.0,0.0004156816570075983
942,-1.3232731340533128,0.0004156894824363385,1.0,0.0004156894824363385
943,-1.3216218208759465,0.00041569207690446387,1.0,0.00041569207690446387
944,-1.3199705076985797,0.0004156896680862256,1.0,0.0004156896680862256
945,-1.3183191945212132,0.0004156824897123217,1.0,0.0004156824897123217
946,-1.3166678813438464,0.0004156707815238662,1.0,0.0004156707815238662
947,-1.3150165681664798,0.0004156547892220027,1.0,0.0004156547892220027
948,-1.3133652549891133,0.0004156347644131739,1.0,0.0004156347644131739
949,-1.3117139418117467,0.0004156109645500718,1.0,0.0004156109645500718
950,-1.3100626286343802,0.00041558365286828734,1.0,0.00041558365286828734
951,-1.3084113154570134,0.0004155530983186916,1.0,0.0004155530983186916
952,-1.3067600022796468,0.0004155195754955778,1.0,0.0004155195754955778
953,-1.3051086891022805,0.00041548336456059863,1.0,0.00041548336456059863
954,-1.3034573759249135,0.0004154447511625421,1.0,0.0004154447511625421
955,-1.3018060627475472,0.0004154040263529859,1.0,0.0004154040263529859
956,-1.3001547495701804,0.00041536148649787887,1.0,0.00041536148649787887
957,-1.2985034363928138,0.00041531743318509967,1.0,0.00041531743318509967
958,-1.2968521232154473,0.00041527217312805134,1.0,0.00041527217312805134
959,-1.2952008100380807,0.00041522601806534597,1.0,0.00041522601806534597
960,-1.2935494968607142,0.00041517928465664326,1.0,0.00041517928465664326
961,-1.2918981836833474,0.000415132294374712,1.0,0.000415132294374712
962,-1.2902468705059809,0.0004150853733937817,1.0,0.0004150853733937817
963,-1.2885955573286143,0.00041503885247425954,1.0,0.00041503885247425954
964,-1.2869442441512478,0.00041499306684388574,1.0,0.00041499306684388574
965,-1.285292930973881,0.0004149483560754177,1.0,0.0004149483560754177
966,-1.2836416177965144,0.00041490506396091455,1.0,0.00041490506396091455
967,-1.281990304619148,0.0004148635383827194,1.0,0.0004148635383827194
968,-1.280338991441781,0.0004148241311812288,1.0,0.0004148241311812288
969,-1.2786876782644148,0.0004147871980195348,1.0,0.0004147871980195348
970,-1.2770363650870478,0.00041475309824505263,1.0,0.00041475309824505263
971,-1.2753850519096814,0.00041472219474821985,1.0,0.00041472219474821985
972,-1.2737337387323149,0.00041469485381837837,1.0,0.00041469485381837837
973,-1.2720824255549483,0.00041467144499694373,1.0,0.00041467144499694373
974,-1.2704311123775816,0.00041465234092797156,1.0,0.00041465234092797156
975,-1.268779799200215,0.0004146379172062327,1.0,0.0004146379172062327
976,-1.2671284860228484,0.00041462855222291264,1.0,0.00041462855222291264
977,-1.265477172845482,0.00041462462700905074,1.0,0.00041462462700905074
978,-1.2638258596681151,0.00041462652507683983,1.0,0.00041462652507683983
979,-1.2621745464907486,0.00041463463225891334,1.0,0.00041463463225891334
980,-1.2605232333133822,0.000414649336545733,1.0,0.000414649336545733
981,-1.2588719201360157,0.00041467102792121734,1.0,0.00041467102792121734
982,-1.2572206069586491,0.0004147000981967268,1.0,0.0004147000981967268
983,-1.2555692937812823,0.00041473694084354876,1.0,0.00041473694084354876
984,-1.2539179806039156,0.0004147819508240008,1.0,0.0004147819508240008
985,-1.252266667426549,0.0004148355244212995,1.0,0.0004148355244212995
986,-1.2506153542491825,0.0004148980590683218,1.0,0.0004148980590683218
987,-1.248964041071816,0.00041496995317539837,1.0,0.00041496995317539837
988,-1.2473127278944494,0.0004150516059572779,1.0,0.0004150516059572779
989,-1.2456614147170826,0.00041514341725940165,1.0,0.00041514341725940165
990,-1.2440101015397158,0.0004152457873836268,1.0,0.0004152457873836268
991,-1.2423587883623497,0.0004153591169135444,1.0,0.0004153591169135444
992,-1.240707475184983,0.0004154838065395272,1.0,0.0004154838065395272
993,-1.2390561620076164,0.00041562025688365764,1.0,0.00041562025688365764
994,-1.2374048488302496,0.0004157688683246728,1.0,0.0004157688683246728
995,-1.235753535652883,0.0004159300408230751,1.0,0.0004159300408230751
996,-1.2341022224755165,0.0004161041737465487,1.0,0.0004161041737465487
997,-1.23245090929815,0.0004162916656958264,1.0,0.0004162916656958264
998,-1.2307995961207832,0.00041649291433115313,1.0,0.00041649291433115313
999,-1.2291482829434166,0.00041670831619948544,1.0,0.00041670831619948544
1000,-1.22749696976605,0.0004169382665625731,1.0,0.0004169382665625731
1001,-1.2258456565886835,0.00041718315922606393,1.0,0.00041718315922606393
1002,-1.2241943434113172,0.00041744338636977556,1.0,0.00041744338636977556
1003,-1.2225430302339502,0.0004177193383792724,1.0,0.0004177193383792724
1004,-1.2208917170565836,0.00041801140367888885,1.0,0.00041801140367888885
1005,-1.219240403879217,0.00041831996856634063,1.0,0.00041831996856634063
1006,-1.2175890907018505,0.0004186454170490558,1.0,0.0004186454170490558
1007,-1.2159377775244842,0.00041898813068236805,1.0,0.00041898813068236805
1008,-1.2142864643471172,0.00041934848840970303,1.0,0.00041934848840970303
1009,-1.2126351511697506,0.00041972686640489134,1.0,0.00041972686640489134
1010,-1.210983837992384,0.00042012363791674065,1.0,0.00042012363791674065
1011,-1.2093325248150175,0.00042053917311599283,1.0,0.00042053917311599283
1012,-1.207681211637651,0.00042097383894479763,1.0,0.00042097383894479763
1013,-1.2060298984602842,0.00042142799896882415,1.0,0.00042142799896882415
1014,-1.2043785852829176,0.0004219020132321319,1.0,0.0004219020132321319
1015,-1.202727272105551,0.00042239623811492433,1.0,0.00042239623811492433
1016,-1.2010759589281843,0.0004229110261942967,1.0,0.0004229110261942967
1017,-1.1994246457508178,0.00042344672610809966,1.0,0.00042344672610809966
1018,-1.1977733325734512,0.0004240036824220208,1.0,0.0004240036824220208
1019,-1.1961220193960846,0.0004245822355000002,1.0,0.0004245822355000002
1020,-1.194470706218718,0.00042518272137807844,1.0,0.00042518272137807844
1021,-1.1928193930413515,0.0004258054716417831,1.0,0.0004258054716417831
1022,-1.1911680798639848,0.0004264508133071485,1.0,0.0004264508133071485
1023,-1.1895167666866182,0.0004271190687054649,1.0,0.0004271190687054649
1024,-1.1878654535092517,0.0004278105553718465,1.0,0.0004278105553718465
1025,-1.186214140331885,0.0004285255859377065,1.0,0.0004285255859377065
1026,-1.1845628271545183,0.00042926446802722033,1.0,0.00042926446802722033
1027,-1.1829115139771518,0.0004300275041578563,1.0,0.0004300275041578563
1028,-1.1812602007997852,0.00043081499164505086,0.9999999999999998,0.00043081499164505075
1029,-1.179608887622419,0.00043162722251109415,0.9999999999999998,0.00043162722251109404
1030,-1.177957574445052,0.0004324644833982963,0.9999999999999998,0.0004324644833982962
1031,-1.1763062612676856,0.00043332705548649485,0.9999999999999998,0.00043332705548649475
1032,-1.1746549480903188,0.00043421521441495736,0.9999999999999998,0.00043421521441495725
1033,-1.1730036349129522,0.0004351292302087395,0.9999999999999998,0.0004351292302087394
1034,-1.1713523217355857,0.00043606936720953787,0.9999999999999998,0.00043606936720953776
1035,-1.1697010085582191,0.00043703588401108613,0.9999999999999998,0.000437035884011086
1036,-1.1680496953808523,0.0004380290333991324,0.9999999999999998,0.0004380290333991323
1037,-1.1663983822034858,0.00043904906229602956,0.9999999999999998,0.00043904906229602945
1038,-1.1647470690261192,0.0004400962117099707,0.9999999999999998,0.0004400962117099706
1039,-1.163095755848753,0.00044117071668889004,0.9999999999999998,0.00044117071668888994
1040,-1.161444442671386,0.00044227280627904934,0.9999999999999998,0.00044227280627904923
1041,-1.1597931294940194,0.000443402703488326,0.9999999999999998,0.0004434027034883259
1042,-1.1581418163166528,0.0004445606252542084,0.9999999999999998,0.0004445606252542083
1043,-1.1564905031392865,0.000445746782416504,0.9999999999999998,0.0004457467824165039
1044,-1.1548391899619197,0.0004469613796947602,0.9999999999999998,0.00044696137969476007
1045,-1.1531878767845531,0.00044820461567038767,0.9999999999999998,0.00044820461567038756
1046,-1.1515365636071864,0.0004494766827734796,0.9999999999999996,0.0004494766827734794
1047,-1.1498852504298198,0.0004507777672743051,0.9999999999999996,0.0004507777672743049
1048,-1.1482339372524533,0.00045210804927946154,0.9999999999999996,0.0004521080492794613
1049,-1.1465826240750867,0.00045346770273265146,0.9999999999999996,0.00045346770273265125
1050,-1.1449313108977202,0.0004548568954200598,0.9999999999999996,0.00045485689542005956
1051,-1.1432799977203534,0.0004562757889802888,0.9999999999999996,0.00045627578898028856
1052,-1.1416286845429868,0.00045772453891881,0.9999999999999996,0.00045772453891880976
1053,-1.1399773713656205,0.000459203294626892,0.9999999999999996,0.0004592032946268918
1054,-1.1383260581882535,0.0004607121994049424,0.9999999999999993,0.00046071219940494205
1055,-1.136674745010887,0.0004622513904902158,0.9999999999999993,0.00046225139049021547
1056,-1.1350234318335204,0.00046382099908882224,0.9999999999999993,0.0004638209990888219
1057,-1.1333721186561538,0.00046542115041197117,0.9999999999999993,0.00046542115041197084
1058,-1.1317208054787873,0.00046705196371637977,0.9999999999999993,0.00046705196371637944
1059,-1.1300694923014207,0.00046871355234876904,0.9999999999999991,0.0004687135523487686
1060,-1.128418179124054,0.0004704060237943706,0.9999999999999991,0.00047040602379437016
1061,-1.1267668659466874,0.00047212947972935537,0.9999999999999991,0.00047212947972935493
1062,-1.1251155527693208,0.00047388401607709993,0.9999999999999991,0.0004738840160770995
1063,-1.1234642395919543,0.0004756697230681938,0.9999999999999989,0.0004756697230681933
1064,-1.1218129264145875,0.00047748668530409055,0.9999999999999989,0.00047748668530409
1065,-1.120161613237221,0.00047933498182430506,0.9999999999999989,0.0004793349818243045
1066,-1.1185103000598544,0.00048121468617704817,0.9999999999999987,0.0004812146861770475
1067,-1.116858986882488,0.0004831258664931885,0.9999999999999987,0.00048312586649318785
1068,-1.1152076737051213,0.0004850685855634333,0.9999999999999987,0.00048506858556343266
1069,-1.1135563605277548,0.0004870429009186089,0.9999999999999984,0.00048704290091860814
1070,-1.111905047350388,0.0004890488649129208,0.9999999999999984,0.00048904886491292
1071,-1.1102537341730214,0.0004910865248100709,0.9999999999999982,0.00049108652481007
1072,-1.1086024209956549,0.0004931559228721059,0.9999999999999982,0.000493155922872105
1073,-1.1069511078182883,0.0004952570964508725,0.999999999999998,0.0004952570964508715
1074,-1.1052997946409218,0.0004973900780819313,0.999999999999998,0.0004973900780819304
1075,-1.103648481463555,0.0004995548955808199,0.9999999999999978,0.0004995548955808189
1076,-1.1019971682861884,0.0005017515721415037,0.9999999999999976,0.0005017515721415025
1077,-1.100345855108822,0.0005039801264368919,0.9999999999999973,0.0005039801264368906
1078,-1.098694541931455,0.000506240572721267,0.9999999999999973,0.0005062405727212657
1079,-1.0970432287540886,0.0005085329209344906,0.9999999999999971,0.0005085329209344891
1080,-1.095391915576722,0.0005108571768078341,0.9999999999999969,0.0005108571768078325
1081,-1.0937406023993554,0.000513213341971295,0.9999999999999967,0.0005132133419712933
1082,-1.0920892892219891,0.0005156014140622414,0.9999999999999964,0.0005156014140622395
1083,-1.0904379760446223,0.0005180213868352419,0.9999999999999962,0.00051802138683524
1084,-1.0887866628672556,0.0005204732502729272,0.999999999999996,0.0005204732502729251
1085,-1.087135349689889,0.0005229569906977291,0.9999999999999958,0.000522956990697727
1086,-1.0854840365125225,0.0005254725908843523,0.9999999999999956,0.0005254725908843499
1087,-1.083832723335156,0.0005280200301728172,0.9999999999999951,0.0005280200301728146
1088,-1.0821814101577891,0.0005305992845819259,0.9999999999999949,0.0005305992845819232
1089,-1.0805300969804226,0.000533210326922995,0.9999999999999944,0.000533210326922992
1090,-1.0788787838030558,0.0005358531269137041,0.9999999999999942,0.000535853126913701
1091,-1.0772274706256897,0.0005385276512919093,0.9999999999999938,0.000538527651291906
1092,-1.0755761574483231,0.0005412338639292604,0.9999999999999933,0.0005412338639292568
1093,-1.0739248442709564,0.0005439717259444817,0.9999999999999929,0.0005439717259444778
1094,-1.0722735310935896,0.0005467411958161558,0.9999999999999925,0.0005467411958161517
1095,-1.070622217916223,0.0005495422294948659,0.999999999999992,0.0005495422294948615
1096,-1.0689709047388565,0.0005523747805145473,0.9999999999999913,0.0005523747805145425
1097,-1.06731959156149,0.0005552388001028989,0.9999999999999909,0.0005552388001028938
1098,-1.0656682783841231,0.0005581342372907111,0.9999999999999902,0.0005581342372907057
1099,-1.0640169652067566,0.000561061039019967,0.9999999999999896,0.0005610610390199612
1100,-1.06236565202939,0.0005640191502505733,0.9999999999999889,0.000564019150250567
1101,-1.0607143388520237,0.0005670085140655827,0.9999999999999882,0.0005670085140655759
1102,-1.059063025674657,0.0005700290717747718,0.9999999999999873,0.0005700290717747645
1103,-1.0574117124972902,0.0005730807630164392,0.9999999999999865,0.0005730807630164314
1104,-1.0557603993199236,0.0005761635258572912,0.9999999999999856,0.0005761635258572828
1105,-1.054109086142557,0.0005792772968902898,0.9999999999999847,0.0005792772968902809
1106,-1.0524577729651905,0.0005824220113303329,0.9999999999999838,0.0005824220113303235
1107,-1.0508064597878242,0.0005855976031076495,0.9999999999999827,0.0005855976031076393
