Tilt,Normal,DE_hat_b,PR_hat_GB,E_hat_b
210,221,-0.27215958333333334,0.004166666666666667,-0.015433839044337178
210,542,0.1047144938271605,0.0006172839506172839,0.005282191589268737
210,763,0.024735982248520715,0.000591715976331361,0.0020107290180168065
210,821,0.04652272839506172,0.00030864197530864197,0.004107213904563052
210,863,0.2508596208791209,0.0002747252747252746,0.012714149140283699
210,942,0.16484078846153846,0.0003846153846153846,0.011039003288355314
210,984,0.000286300173010381,8.650519031141868e-05,-5.776447221040897e-05
310,1031,-0.02194254940711463,0.0003952569169960474,-0.004228650373893516
310,1131,0.09538662244897957,0.000510204081632653,0.009439075134150274
310,1162,0.08467254298642535,0.00045248868778280556,0.01133398219608179
310,1231,0.05195384780023782,0.00023781212841854935,0.010755163846610662
310,1331,0.08367972444444444,0.0004444444444444444,0.007935857404884162
310,1393,0.09369298701298702,0.0003246753246753247,0.005677009364301378
310,1493,0.06928565769230768,0.0001923076923076923,0.008556331741341384
310,1531,0.06583477343750001,0.000390625,0.0064797624550053876
310,1562,0.03654631781045752,0.0001633986928104575,0.007514401590157791
310,16155,0.037268493414026355,7.11997152011392e-05,0.00801106856476894
310,1631,0.0419882001953125,0.0001953125,0.008656860099490992
310,1693,-0.026233033158813267,0.00021815008726003488,-0.0036668147522043344
310,17124,0.03513072807017544,9.746588693957115e-05,0.00456962934582658
310,17155,0.06498442091836736,0.00012755102040816328,0.006538920274106353
310,1731,0.07329143359375,0.000390625,0.008093607612669963
310,1762,0.03666326025641026,0.0001282051282051282,0.007306525899033403
310,1793,0.13119163846153847,0.0003846153846153846,0.00915583030923027
310,1831,0.0463237520661157,0.00018365472910927456,0.010267660650515811
310,19124,0.06342371153846155,0.00011655011655011658,0.007780581243070813
310,19186,0.021735351587301586,5.291005291005291e-05,0.004225889185925076
310,1931,0.05518532352941176,0.000326797385620915,0.006475729393592981
310,1962,0.03019335949098621,0.00010604453870625664,0.005465144907876505
310,2031,0.014180800793650793,0.00015873015873015876,0.0036956747672744193
310,331,0.01852566666666667,0.0027777777777777775,0.0015883066980051578
310,731,0.3925846,0.0024999999999999996,0.028665726078930087
310,831,0.04406698395721925,0.0010695187165775401,0.006290169480414498
310,931,0.19263140495867773,0.0008264462809917354,0.02027220221864314
310,962,0.04948247707910751,0.00020283975659229209,0.012562325603036436
320,1096,0.053114373961218826,5.327082889409759e-05,0.0009804858329040898
320,1132,-0.001861232766266226,2.0156413770861888e-05,-0.001104394007487512
320,1164,0.03707870564516129,3.8771712158808926e-05,0.0014007840652713506
320,13128,0.026295656,3.076923076923077e-05,0.0004756739903328315
320,1332,0.04760246893491125,0.00011379153390987713,0.003632317599176412
320,1364,0.06059712464985994,5.3867700926524454e-05,0.0015289839399615006
320,1396,-0.06283065909090908,7.946598855689765e-05,-0.0022454463792602676
320,1432,0.056071555555555555,5.478851632697786e-05,0.002032991542835269
320,1496,0.030240021245059288,1.9002736394040742e-05,0.001143017302294612
320,1532,0.04710585850178359,9.146620323790363e-05,0.003565930980585393
320,1632,0.041510550920135794,4.4666785778095405e-05,0.0016186266618886907
320,171510,0.3462877777777778,0.004273504273504273,0.013224558340235445
320,1796,0.010211587673611112,3.338675213675213e-05,0.0008668375944819568
320,1832,0.03487898285714286,3.139717425431711e-05,0.0014667153819453553
320,1932,0.040719717311906496,5.618924537843456e-05,0.0033243981643356567
320,1996,0.043819833518313,4.268761205498164e-05,0.0020200745733896046
320,332,0.2460074,0.001538461538461538,0.008938085366871169
320,632,0.040184605263157896,0.00016869095816464237,0.0009996671692458993
320,732,0.22445901333333332,0.0005128205128205127,0.011295002009827934
320,764,0.0961485,0.0001232741617357002,0.001648997413575983
320,964,0.04665096206896551,4.420866489832007e-05,0.0017650534336559357
410,1141,-0.02079194378698225,8.701705534284722e-05,-0.001134563032198803
410,1241,-0.024853127090301005,4.918355301987015e-05,-0.00047683599517248717
410,1441,0.02169392820069204,2.54427030327702e-05,0.000704568535307576
410,1741,0.0313638536036036,4.416180886769122e-05,0.0018542423236000073
410,19123,0.022375842536669542,2.537684616555855e-05,0.0007591552418895638
410,441,0.017526359999999987,0.0005882352941176471,0.0006966678644157075
410,541,0.09682138124999999,0.0003676470588235294,0.003122712471629949
410,741,0.18043887617554863,0.0003134796238244515,0.006387441550399149
410,841,0.0052013830021500895,8.669718407546123e-06,0.001564095662455198
430,13129,-0.026149109307359305,2.1645021645021645e-05,-0.0010782677248165789
430,1543,-0.006330944382647384,4.449388209121247e-05,-0.00034240514017744035
430,17129,-0.003056345833333333,2.0833333333333336e-05,2.198145251184617e-05
430,1743,0.044672396871945255,3.9100684261974585e-05,0.0016524646148863948
430,19129,-0.0024973023313492057,9.92063492063492e-06,-0.00010559627045689028
430,1943,0.043766529365079354,3.174603174603175e-05,0.0017277994809811541
430,443,-0.2770589166666667,0.0002777777777777778,-0.002671607274788663
430,543,0.0868694938271605,0.0002469135802469136,0.0017493929222218553
430,743,-0.003428642561983472,8.264462809917355e-05,-2.1989747111646077e-05
430,843,0.07783411570247933,4.132231404958679e-05,0.001562519887084688
430,986,-0.006763125,3.9062499999999994e-05,-0.0001063523157802546
510,1051,0.04983769526627221,0.0001137915339098771,0.004029456843290324
510,1251,-0.004857247070312501,7.512019230769231e-05,0.00013071487702102775
510,13102,0.03367987386687387,0.00012950012950012948,0.0013613677918905321
510,1351,0.07847000367647058,0.0001414027149321267,0.0029216923295884503
510,1451,-0.008540304435483868,7.754342431761787e-05,-0.0005923450692542274
510,15102,0.04184689367816092,5.5260831122900086e-05,0.001839916688785147
510,16153,-0.01058687544065805,9.039139473922083e-05,-0.0004793243676583283
510,17153,0.09596925666666666,0.0001282051282051282,0.0025457707936369623
510,1851,0.016781345841150718,4.810698994563909e-05,0.0013091448033030926
510,19102,0.0075236374125874144,2.6896180742334586e-05,0.0006617076825755626
510,19153,0.10742082142857143,0.00011446886446886447,0.002805516843238465
510,1951,0.06289178684807258,8.721437292865864e-05,0.00246435257737385
510,551,0.3546339333333333,0.002564102564102564,0.009439247989073231
510,651,0.03990463703703703,0.0005698005698005699,0.0025496441172372245
510,851,0.11025708771929825,0.0003373819163292847,0.005051623675621593
510,951,0.21813715584415583,0.0004995004995004996,0.004679042874202417
520,1052,-0.0063886166791510615,4.993757802746567e-05,-4.620462012786628e-05
520,1152,0.12248192500000002,8.620689655172413e-05,0.0026748669184873384
520,1252,-0.024815774576049526,2.1796939709664754e-05,-0.000366896057554404
520,1352,-0.03153558709677419,3.707823507601039e-05,-0.0009506468345813104
520,852,0.0748502825,4.3103448275862066e-05,0.0008864860365269144
520,952,0.14336135714285714,0.00011728829462819613,0.003279116386560975
530,1053,0.08679110515873015,0.00011671335200746965,0.0028617658310854453
530,11106,0.007548192540652624,9.094546909672961e-06,0.0015589493053366405
530,1153,0.23218973958333336,0.00030637254901960784,0.004458226626795249
530,1253,0.0703671514423077,0.00014140271493212668,0.0025210000285800457
530,15106,0.02574603361702128,2.5031289111389236e-05,0.001510461249650766
530,1553,0.10676243137254904,9.611687812379853e-05,0.002937303425596364
530,16159,0.029415637374860956,3.271608977295034e-05,0.0007707748430702227
530,1653,0.03768449715504979,4.183750313781274e-05,0.002106532691787022
530,1853,-0.020866082551594743,3.6787698193724026e-05,-0.0012127166148276016
530,1953,0.0037450553936924508,7.302094971047194e-06,0.0009459847437132776
530,20159,0.00010725399159663854,1.2357884330202669e-05,1.783155332931115e-05
530,2053,0.03085043374797188,3.181369897878026e-05,0.001735503698208489
530,553,0.11806744000000001,0.00029411764705882356,0.003421971672058017
530,653,-0.01180101652892562,0.0002430724355858046,-0.0005058639991859399
530,753,0.13940486805555555,0.00020424836601307187,0.004545544062355439
530,853,-0.014149912721893488,8.70170553428472e-05,-0.0006977724778121847
530,953,0.09034733750000001,0.00018382352941176478,0.0017969329466850038
540,1154,0.03287276021505375,2.6226068712300026e-05,0.0007053223532759294
540,1954,0.0242705320056899,1.7347257398605284e-05,0.0005436353717726776
540,954,0.04565832580261594,2.9001479075432854e-05,0.001151351864062916
610,661,-0.5486916399999999,0.0002702702702702703,-0.0035069500259263396
650,1165,0.00432090850643934,1.6954555010749187e-06,0.0005543254190633474
710,1071,0.01833186021814007,2.207895434072243e-05,0.001824816267605462
710,1171,0.10760386923442702,0.00015850372483753366,0.001390036256588476
710,771,0.38788573333333337,0.0013333333333333333,0.004801682579011393
730,1273,0.06661808422459893,4.6099944680066385e-05,0.0017258711657453787
730,1473,0.026771224702380948,5.1313628899835795e-05,0.0006698283315135629
730,1673,0.034681599747474756,4.353883664228492e-05,0.0007942190479233807
730,773,-0.06245430102040816,8.796622097114709e-05,-0.0012249714786239554
730,873,-0.03926937217598098,4.1002091106646436e-05,-0.001276796660303004
740,1174,0.040277368827160494,1.1870845204178535e-05,0.0006347579978580994
740,774,-0.002788207671957672,2.0350020350020348e-05,-6.413259063755077e-05
750,1075,-0.004324533950617284,2.0854187520854185e-05,-0.00011175281901993698
750,1275,-0.008402411806543384,1.922263657683288e-05,-0.000190398113946895
750,1375,0.05208675789473684,3.556187766714082e-05,0.0006621816240215633
750,1475,0.007857430894308941,1.6902455926846165e-05,0.00018738576257434843
750,1675,0.057419286538461525,2.598752598752599e-05,0.0009831108605240296
750,875,0.053794195555555556,6.006006006006006e-05,0.000659467643379396
750,975,0.0782589911111111,6.006006006006006e-05,0.0011019757666459844
810,1381,0.0660077748917749,2.22000222000222e-05,0.0006785168132758634
810,981,-0.10308046527777778,0.00010683760683760686,-0.0007842741197900114
830,1383,0.0719536074975327,1.54206760424377e-05,0.0006579359785938368
850,985,0.08709941176470588,2.0654329147389292e-05,0.00044165309016776157
950,1095,0.03886227146814405,2.6132859457481837e-05,0.00034855618344486696
950,1295,0.06951198095238095,2.2461814914645107e-05,0.0006542200108082829
950,1495,0.0331649193236715,9.114939385653084e-06,0.0006214386387035936
