#ID      EIGB 	      EIPGB 	   GBbin        GBseg
2481 -540666.814231 0.000000 -3.694486 -0.659996
2320 -540666.814231 0.000000 -3.694486 -0.659996
1903 -540666.814231 0.000000 -3.694486 -0.659996
9954 -540666.814231 0.000000 -3.694486 -0.659996
70372 -540666.814231 0.000000 -3.694486 -0.659996
17841 -540666.814231 0.000000 -3.694486 -0.659996
17351 -540666.814231 0.000000 -3.694486 -0.659996
17109 -540666.814231 0.000000 -3.694486 -0.659996
25225 -540666.814231 0.000000 -3.694485 -0.659996
24826 -540666.814231 0.000000 -3.694486 -0.659996
2362 -540666.869784 0.000000 -3.750038 -0.715549
2000 -540666.869784 0.000000 -3.750038 -0.715549
10035 -540666.869784 0.000000 -3.750038 -0.715549
9883 -540666.869784 0.000000 -3.750038 -0.715549
17913 -540666.869784 0.000000 -3.750038 -0.715549
17550 -540666.869784 0.000000 -3.750038 -0.715549
17246 -540666.869784 0.000000 -3.750038 -0.715549
25424 -540666.869784 0.000000 -3.750038 -0.715549
24905 -540666.869784 0.000000 -3.750038 -0.715549
93941 -540666.869784 0.000000 -3.750038 -0.715549
2603 -540667.006072 0.000000 -3.886326 -0.851836
2082 -540667.006072 0.000000 -3.886326 -0.851836
1964 -540667.006071 0.000000 -3.886326 -0.851836
9958 -540667.006072 0.000000 -3.886326 -0.851836
9599 -540667.006072 0.000000 -3.886326 -0.851836
17844 -540667.006072 0.000000 -3.886326 -0.851836
17472 -540667.006071 0.000000 -3.886326 -0.851836
17110 -540667.006072 0.000000 -3.886326 -0.851836
25145 -540667.006072 0.000000 -3.886326 -0.851836
24830 -540667.006072 0.000000 -3.886326 -0.851836
55133 -540666.977723 0.000000 -3.857978 -0.823488
2521 -540666.977723 0.000000 -3.857978 -0.823488
2002 -540666.977723 0.000000 -3.857978 -0.823488
10155 -540666.977723 0.000000 -3.857978 -0.823488
9667 -540666.977723 0.000000 -3.857978 -0.823488
9542 -540666.977723 0.000000 -3.857978 -0.823488
17552 -540666.977723 0.000000 -3.857978 -0.823488
17162 -540666.977723 0.000000 -3.857978 -0.823488
25426 -540666.977723 0.000000 -3.857978 -0.823488
25024 -540666.977723 0.000000 -3.857978 -0.823488
2482 -540666.943497 0.000000 -3.823751 -0.789261
2163 -540666.943497 0.000000 -3.823751 -0.789262
10352 -540666.943497 0.000000 -3.823751 -0.789262
9835 -540666.943497 0.000000 -3.823751 -0.789262
9685 -540666.943497 0.000000 -3.823751 -0.789262
17714 -540666.943497 0.000000 -3.823751 -0.789262
17352 -540666.943497 0.000000 -3.823751 -0.789262
25576 -540666.943497 0.000000 -3.823751 -0.789262
25226 -540666.943497 0.000000 -3.823751 -0.789262
