#ID      EIGB 	      EIPGB 	   GBbin        GBseg
412 -103752.300909 0.000000 -4.201723 -1.086670
3418 -103752.300909 0.000000 -4.201723 -1.086670
12166 -103752.653379 0.000000 -4.554192 -1.439140
14992 -103752.653379 0.000000 -4.554192 -1.439140
503 -103751.472965 0.000000 -3.373778 -0.258726
424 -103751.701894 0.000000 -3.602707 -0.487654
3327 -103751.472965 0.000000 -3.373778 -0.258726
3431 -103751.701894 0.000000 -3.602707 -0.487654
414 -103752.653379 0.000000 -4.554192 -1.439140
3420 -103752.653379 0.000000 -4.554192 -1.439140
515 -103752.300909 0.000000 -4.201723 -1.086670
3340 -103752.300909 0.000000 -4.201723 -1.086670
