#ID      EIGB 	      EIPGB 	   GBbin        GBseg
539 -228347.339583 0.000000 -3.422462 -0.387582
768 -228347.339583 0.000000 -3.422462 -0.387582
802 -228347.339583 0.000000 -3.422462 -0.387582
3988 -228347.339583 0.000000 -3.422462 -0.387582
3972 -228347.339583 0.000000 -3.422462 -0.387582
7122 -228347.339583 0.000000 -3.422462 -0.387582
7202 -228347.339583 0.000000 -3.422462 -0.387582
7227 -228347.339583 0.000000 -3.422462 -0.387582
10326 -228347.339583 0.000000 -3.422462 -0.387582
10426 -228347.339583 0.000000 -3.422462 -0.387582
538 -228347.382060 0.000000 -3.464939 -0.430059
749 -228347.382060 0.000000 -3.464939 -0.430060
803 -228347.382060 0.000000 -3.464939 -0.430059
3845 -228347.382060 0.000000 -3.464939 -0.430060
3971 -228347.382060 0.000000 -3.464939 -0.430060
7088 -228347.382060 0.000000 -3.464939 -0.430059
7201 -228347.382060 0.000000 -3.464939 -0.430060
7223 -228347.382060 0.000000 -3.464939 -0.430059
10325 -228347.382060 0.000000 -3.464939 -0.430060
10439 -228347.382060 0.000000 -3.464939 -0.430059
752 -228347.335454 0.000000 -3.418334 -0.383454
797 -228347.335454 0.000000 -3.418334 -0.383454
3848 -228347.335454 0.000000 -3.418334 -0.383454
3957 -228347.335454 0.000000 -3.418334 -0.383454
3936 -228347.335454 0.000000 -3.418334 -0.383454
7042 -228347.335454 0.000000 -3.418334 -0.383454
7226 -228347.335454 0.000000 -3.418334 -0.383454
10295 -228347.335454 0.000000 -3.418334 -0.383454
10440 -228347.335454 0.000000 -3.418334 -0.383454
10431 -228347.335454 0.000000 -3.418334 -0.383454
725 -228347.324950 0.000000 -3.407829 -0.372950
796 -228347.324950 0.000000 -3.407829 -0.372950
3814 -228347.324950 0.000000 -3.407829 -0.372950
3956 -228347.324950 0.000000 -3.407829 -0.372950
4017 -228347.324950 0.000000 -3.407829 -0.372950
7041 -228347.324950 0.000000 -3.407829 -0.372950
7215 -228347.324950 0.000000 -3.407829 -0.372950
10294 -228347.324950 0.000000 -3.407829 -0.372950
10347 -228347.324950 0.000000 -3.407829 -0.372950
10430 -228347.324950 0.000000 -3.407829 -0.372950
728 -228347.570377 0.000000 -3.653256 -0.618376
679 -228347.570377 0.000000 -3.653256 -0.618376
696 -228347.570377 0.000000 -3.653256 -0.618376
3937 -228347.570377 0.000000 -3.653256 -0.618376
3970 -228347.570377 0.000000 -3.653256 -0.618376
7027 -228347.570377 0.000000 -3.653256 -0.618376
7218 -228347.570377 0.000000 -3.653256 -0.618376
7026 -228347.570377 0.000000 -3.653256 -0.618376
10350 -228347.570377 0.000000 -3.653256 -0.618376
10427 -228347.570377 0.000000 -3.653256 -0.618376
937 -228347.401286 0.000000 -3.484166 -0.449286
886 -228347.401286 0.000000 -3.484165 -0.449286
815 -228347.401286 0.000000 -3.484166 -0.449286
4083 -228347.401286 0.000000 -3.484166 -0.449286
4115 -228347.401286 0.000000 -3.484166 -0.449286
7417 -228347.401286 0.000000 -3.484166 -0.449286
7283 -228347.401286 0.000000 -3.484166 -0.449286
7236 -228347.401286 0.000000 -3.484166 -0.449286
10615 -228347.401286 0.000000 -3.484166 -0.449286
10463 -228347.401286 0.000000 -3.484166 -0.449286
887 -228347.332666 0.000000 -3.415545 -0.380665
819 -228347.332666 0.000000 -3.415545 -0.380665
4084 -228347.332666 0.000000 -3.415545 -0.380665
4119 -228347.332666 0.000000 -3.415545 -0.380665
7418 -228347.332666 0.000000 -3.415545 -0.380665
7303 -228347.332666 0.000000 -3.415545 -0.380665
7266 -228347.332666 0.000000 -3.415545 -0.380665
10637 -228347.332666 0.000000 -3.415545 -0.380665
10464 -228347.332666 0.000000 -3.415545 -0.380665
13832 -228347.332666 0.000000 -3.415545 -0.380665
1011 -228347.593243 0.000000 -3.676122 -0.641243
830 -228347.593243 0.000000 -3.676122 -0.641243
4189 -228347.593243 0.000000 -3.676122 -0.641243
4134 -228347.593243 0.000000 -3.676122 -0.641243
4035 -228347.593243 0.000000 -3.676122 -0.641243
7329 -228347.593243 0.000000 -3.676122 -0.641243
7362 -228347.593243 0.000000 -3.676122 -0.641243
10672 -228347.593243 0.000000 -3.676122 -0.641243
10520 -228347.593243 0.000000 -3.676122 -0.641243
36171 -228347.593243 0.000000 -3.676122 -0.641243
1037 -228347.816698 0.000000 -3.899577 -0.864698
831 -228347.816698 0.000000 -3.899577 -0.864698
26527 -228347.816698 0.000000 -3.899577 -0.864698
4135 -228347.816698 0.000000 -3.899577 -0.864698
4046 -228347.816698 0.000000 -3.899577 -0.864698
7330 -228347.816698 0.000000 -3.899577 -0.864698
7368 -228347.816698 0.000000 -3.899577 -0.864698
7238 -228347.816698 0.000000 -3.899577 -0.864698
10547 -228347.816698 0.000000 -3.899577 -0.864698
10499 -228347.816698 0.000000 -3.899577 -0.864698
1035 -228347.730539 0.000000 -3.813419 -0.778539
845 -228347.730539 0.000000 -3.813419 -0.778539
871 -228347.730539 0.000000 -3.813419 -0.778539
4158 -228347.730539 0.000000 -3.813419 -0.778539
4043 -228347.730539 0.000000 -3.813419 -0.778539
33073 -228347.730539 0.000000 -3.813419 -0.778539
7366 -228347.730539 0.000000 -3.813419 -0.778539
7240 -228347.730539 0.000000 -3.813419 -0.778539
10544 -228347.730539 0.000000 -3.813419 -0.778539
10505 -228347.730539 0.000000 -3.813419 -0.778539
23317 -228347.753592 0.000000 -3.836471 -0.801592
846 -228347.753592 0.000000 -3.836471 -0.801592
875 -228347.753592 0.000000 -3.836471 -0.801592
4159 -228347.753592 0.000000 -3.836471 -0.801592
4062 -228347.753592 0.000000 -3.836471 -0.801592
4034 -228347.753592 0.000000 -3.836471 -0.801592
7387 -228347.753592 0.000000 -3.836471 -0.801592
7241 -228347.753592 0.000000 -3.836471 -0.801592
36297 -228347.753592 0.000000 -3.836471 -0.801592
10506 -228347.753592 0.000000 -3.836471 -0.801592
26583 -228347.926035 0.000000 -4.008915 -0.974035
873 -228347.926035 0.000000 -4.008915 -0.974035
4190 -228347.926035 0.000000 -4.008915 -0.974035
4059 -228347.926035 0.000000 -4.008915 -0.974035
4036 -228347.926035 0.000000 -4.008915 -0.974035
7384 -228347.926035 0.000000 -4.008915 -0.974035
7247 -228347.926035 0.000000 -4.008915 -0.974035
10752 -228347.926035 0.000000 -4.008915 -0.974035
10521 -228347.926035 0.000000 -4.008915 -0.974035
10454 -228347.926035 0.000000 -4.008915 -0.974035
23313 -228347.936549 0.000000 -4.019428 -0.984548
910 -228347.936549 0.000000 -4.019428 -0.984548
806 -228347.936549 0.000000 -4.019428 -0.984548
4259 -228347.936549 0.000000 -4.019428 -0.984548
4045 -228347.936549 0.000000 -4.019428 -0.984548
4019 -228347.936549 0.000000 -4.019428 -0.984548
7367 -228347.936549 0.000000 -4.019428 -0.984548
7272 -228347.936549 0.000000 -4.019428 -0.984548
