#ID      EIFS 	      EIPFS 	   FSbin        FSseg
485 -183066.276360 0.000000 -3.142128 -0.098524
606 -183066.276211 0.000000 -3.141979 -0.098375
631 -183066.261469 0.000000 -3.127237 -0.083632
3130 -183066.245522 0.000000 -3.111290 -0.067685
3166 -183066.301296 0.000000 -3.167064 -0.123460
5635 -183066.301374 0.000000 -3.167142 -0.123538
5663 -183066.300609 0.000000 -3.166377 -0.122773
26438 -183067.382779 0.000000 -4.248547 -1.204943
8314 -183066.270975 0.000000 -3.136743 -0.093139
8356 -183066.276495 0.000000 -3.142263 -0.098659
484 -183066.373865 0.000000 -3.239633 -0.196029
536 -183066.374099 0.000000 -3.239867 -0.196263
630 -183066.542747 0.000000 -3.408515 -0.364911
3184 -183068.380960 0.000000 -5.246728 -2.203124
3212 -183068.712463 0.000000 -5.578231 -2.534627
5706 -183068.713090 0.000000 -5.578858 -2.535254
5758 -183068.715452 0.000000 -5.581220 -2.537616
5783 -183066.392646 0.000000 -3.258414 -0.214810
8278 -183066.371314 0.000000 -3.237082 -0.193477
8369 -183066.373829 0.000000 -3.239597 -0.195993
487 -183066.567531 0.000000 -3.433299 -0.389695
535 -183066.567510 0.000000 -3.433278 -0.389674
632 -183066.560388 0.000000 -3.426157 -0.382552
3025 -183066.769651 0.000000 -3.635419 -0.591815
23840 -183067.726018 0.000000 -4.591787 -1.548182
5681 -183068.941286 0.000000 -5.807054 -2.763450
5737 -183068.941424 0.000000 -5.807192 -2.763588
5797 -183068.315608 0.000000 -5.181376 -2.137772
8249 -183066.601823 0.000000 -3.467591 -0.423986
8354 -183066.567463 0.000000 -3.433231 -0.389627
560 -183067.622867 0.000000 -4.488636 -1.445031
609 -183067.622085 0.000000 -4.487853 -1.444249
611 -183067.441940 0.000000 -4.307708 -1.264104
3133 -183069.690423 0.000000 -6.556191 -3.512587
3211 -183070.444932 0.000000 -7.310700 -4.267096
5638 -183070.445818 0.000000 -7.311587 -4.267982
5757 -183070.446364 0.000000 -7.312132 -4.268528
