#ID      EIFS 	      EIPFS 	   FSbin        FSseg
773 -286322.535067 0.000000 -1.624633 0.101210
775 -286322.535016 0.000000 -1.624582 0.101261
763 -286322.534933 0.000000 -1.624499 0.101343
765 -286322.534787 0.000000 -1.624353 0.101489
504 -286322.664682 0.000000 -1.754248 -0.028405
507 -286322.651741 0.000000 -1.741307 -0.015465
2576 -286322.546413 0.000000 -1.635979 0.089864
2578 -286322.532099 0.000000 -1.621665 0.104177
2562 -286322.534645 0.000000 -1.624211 0.101631
2565 -286322.535078 0.000000 -1.624644 0.101199
2554 -286322.535341 0.000000 -1.624907 0.100936
2557 -286322.535415 0.000000 -1.624981 0.100862
4717 -286322.535369 0.000000 -1.624935 0.100907
4719 -286322.535299 0.000000 -1.624865 0.100978
4702 -286322.535229 0.000000 -1.624795 0.101047
4705 -286322.535165 0.000000 -1.624731 0.101112
4694 -286322.535107 0.000000 -1.624673 0.101170
4697 -286322.535061 0.000000 -1.624627 0.101215
6898 -286322.535016 0.000000 -1.624582 0.101261
6899 -286322.534937 0.000000 -1.624503 0.101340
6894 -286322.534792 0.000000 -1.624358 0.101484
6589 -286322.664673 0.000000 -1.754239 -0.028396
6579 -286322.651735 0.000000 -1.741301 -0.015458
6582 -286322.546408 0.000000 -1.635974 0.089869
6576 -286322.532095 0.000000 -1.621661 0.104182
8682 -286322.534642 0.000000 -1.624208 0.101635
8666 -286322.535075 0.000000 -1.624641 0.101201
8669 -286322.535339 0.000000 -1.624905 0.100938
8656 -286322.535414 0.000000 -1.624980 0.100863
8659 -286322.535369 0.000000 -1.624934 0.100908
8652 -286322.535299 0.000000 -1.624865 0.100978
10853 -286322.535229 0.000000 -1.624795 0.101048
10836 -286322.535165 0.000000 -1.624731 0.101112
10839 -286322.535107 0.000000 -1.624673 0.101170
10825 -286322.535061 0.000000 -1.624627 0.101216
10828 -286322.535016 0.000000 -1.624582 0.101261
10824 -286322.534936 0.000000 -1.624502 0.101340
12694 -286322.662618 0.000000 -1.752184 -0.026342
12676 -286322.664674 0.000000 -1.754240 -0.028397
12679 -286322.651736 0.000000 -1.741302 -0.015459
12664 -286322.546408 0.000000 -1.635974 0.089869
12667 -286322.532094 0.000000 -1.621660 0.104182
12660 -286322.534640 0.000000 -1.624205 0.101637
14800 -286322.535070 0.000000 -1.624636 0.101207
14781 -286322.535329 0.000000 -1.624895 0.100947
14784 -286322.535399 0.000000 -1.624965 0.100878
14769 -286322.535346 0.000000 -1.624912 0.100931
14772 -286322.535268 0.000000 -1.624834 0.101009
14764 -286322.535190 0.000000 -1.624755 0.101087
