#ID      EIGB 	      EIPGB 	   GBbin        GBseg
188 -430810.053345 0.000000 -3.778685 -0.745887
461 -430810.053345 0.000000 -3.778685 -0.745888
382 -430810.053345 0.000000 -3.778685 -0.745887
3569 -430810.053345 0.000000 -3.778685 -0.745887
3759 -430810.053345 0.000000 -3.778685 -0.745888
6390 -430810.053345 0.000000 -3.778685 -0.745887
6810 -430810.053345 0.000000 -3.778685 -0.745888
9628 -430810.053345 0.000000 -3.778685 -0.745888
9835 -430810.053345 0.000000 -3.778685 -0.745888
12459 -430810.053345 0.000000 -3.778685 -0.745888
12720 -430810.053345 0.000000 -3.778685 -0.745887
15566 -430810.053345 0.000000 -3.778685 -0.745887
15826 -430810.053345 0.000000 -3.778685 -0.745888
18413 -430810.053345 0.000000 -3.778685 -0.745887
18651 -430810.053345 0.000000 -3.778685 -0.745887
21628 -430810.053345 0.000000 -3.778685 -0.745888
21883 -430810.053345 0.000000 -3.778685 -0.745888
384 -430810.078165 0.000000 -3.803506 -0.770708
644 -430810.078165 0.000000 -3.803506 -0.770708
3229 -430810.078165 0.000000 -3.803506 -0.770708
3778 -430810.078165 0.000000 -3.803506 -0.770708
6480 -430810.078166 0.000000 -3.803506 -0.770708
6736 -430810.078165 0.000000 -3.803506 -0.770708
9322 -430810.078165 0.000000 -3.803506 -0.770708
9784 -430810.078165 0.000000 -3.803506 -0.770708
12382 -430810.078165 0.000000 -3.803506 -0.770708
12660 -430810.078166 0.000000 -3.803506 -0.770708
12855 -430810.078165 0.000000 -3.803506 -0.770708
15472 -430810.078166 0.000000 -3.803506 -0.770708
15568 -430810.078165 0.000000 -3.803506 -0.770708
18759 -430810.078165 0.000000 -3.803506 -0.770708
18939 -430810.078165 0.000000 -3.803506 -0.770708
21589 -430810.078165 0.000000 -3.803506 -0.770708
21984 -430810.078165 0.000000 -3.803506 -0.770708
105 -430809.856697 0.000000 -3.582038 -0.549240
682 -430809.856697 0.000000 -3.582038 -0.549240
642 -430809.856697 0.000000 -3.582038 -0.549240
3568 -430809.856697 0.000000 -3.582038 -0.549240
3758 -430809.856697 0.000000 -3.582038 -0.549240
6667 -430809.856697 0.000000 -3.582038 -0.549240
6819 -430809.856697 0.000000 -3.582038 -0.549240
9513 -430809.856697 0.000000 -3.582038 -0.549240
9751 -430809.856697 0.000000 -3.582038 -0.549240
12321 -430809.856697 0.000000 -3.582038 -0.549240
12879 -430809.856697 0.000000 -3.582038 -0.549240
15565 -430809.856697 0.000000 -3.582038 -0.549240
15825 -430809.856697 0.000000 -3.582038 -0.549240
18412 -430809.856697 0.000000 -3.582038 -0.549240
18910 -430809.856697 0.000000 -3.582038 -0.549240
21509 -430809.856697 0.000000 -3.582038 -0.549240
21784 -430809.856697 0.000000 -3.582038 -0.549240
423 -430809.787120 0.000000 -3.512460 -0.479662
660 -430809.787120 0.000000 -3.512460 -0.479662
3491 -430809.787120 0.000000 -3.512460 -0.479662
3733 -430809.787120 0.000000 -3.512460 -0.479662
6322 -430809.787120 0.000000 -3.512460 -0.479662
6597 -430809.787120 0.000000 -3.512460 -0.479662
58143 -430809.787120 0.000000 -3.512460 -0.479662
9815 -430809.787120 0.000000 -3.512460 -0.479662
12421 -430809.787120 0.000000 -3.512460 -0.479662
12696 -430809.787120 0.000000 -3.512460 -0.479662
15282 -430809.787120 0.000000 -3.512460 -0.479662
15759 -430809.787120 0.000000 -3.512460 -0.479662
15918 -430809.787120 0.000000 -3.512460 -0.479662
18602 -430809.787120 0.000000 -3.512460 -0.479662
18838 -430809.787120 0.000000 -3.512460 -0.479662
21846 -430809.787120 0.000000 -3.512460 -0.479662
21994 -430809.787120 0.000000 -3.512460 -0.479662
343 -430809.757241 0.000000 -3.482581 -0.449783
614 -430809.757241 0.000000 -3.482581 -0.449783
3188 -430809.757241 0.000000 -3.482581 -0.449783
3442 -430809.757241 0.000000 -3.482581 -0.449783
3227 -430809.757241 0.000000 -3.482581 -0.449783
6666 -430809.757241 0.000000 -3.482581 -0.449783
6818 -430809.757241 0.000000 -3.482581 -0.449783
9512 -430809.757241 0.000000 -3.482581 -0.449783
9750 -430809.757241 0.000000 -3.482581 -0.449783
12619 -430809.757241 0.000000 -3.482581 -0.449783
12845 -430809.757241 0.000000 -3.482581 -0.449783
15451 -430809.757241 0.000000 -3.482581 -0.449783
15690 -430809.757241 0.000000 -3.482581 -0.449783
18679 -430809.757241 0.000000 -3.482581 -0.449783
18909 -430809.757241 0.000000 -3.482581 -0.449783
21508 -430809.757241 0.000000 -3.482581 -0.449783
21783 -430809.757241 0.000000 -3.482581 -0.449783
269 -430809.817960 0.000000 -3.543300 -0.510502
757 -430809.817960 0.000000 -3.543300 -0.510502
3530 -430809.817960 0.000000 -3.543300 -0.510502
3751 -430809.817960 0.000000 -3.543300 -0.510502
6361 -430809.817960 0.000000 -3.543300 -0.510502
55339 -430809.817960 0.000000 -3.543300 -0.510502
9435 -430809.817960 0.000000 -3.543300 -0.510502
9708 -430809.817960 0.000000 -3.543300 -0.510502
12281 -430809.817960 0.000000 -3.543300 -0.510502
12521 -430809.817960 0.000000 -3.543300 -0.510502
15527 -430809.817960 0.000000 -3.543300 -0.510502
15797 -430809.817960 0.000000 -3.543300 -0.510502
15919 -430809.817960 0.000000 -3.543300 -0.510502
18641 -430809.817960 0.000000 -3.543300 -0.510502
18879 -430809.817960 0.000000 -3.543300 -0.510502
21709 -430809.817960 0.000000 -3.543300 -0.510502
21934 -430809.817960 0.000000 -3.543300 -0.510502
342 -430809.892485 0.000000 -3.617826 -0.585028
613 -430809.892485 0.000000 -3.617826 -0.585028
3187 -430809.892485 0.000000 -3.617826 -0.585028
3700 -430809.892485 0.000000 -3.617826 -0.585028
3571 -430809.892485 0.000000 -3.617826 -0.585028
6560 -430809.892485 0.000000 -3.617826 -0.585028
6761 -430809.892485 0.000000 -3.617826 -0.585028
9363 -430809.892485 0.000000 -3.617826 -0.585028
9862 -430809.892485 0.000000 -3.617826 -0.585028
12618 -430809.892485 0.000000 -3.617826 -0.585028
12844 -430809.892485 0.000000 -3.617826 -0.585028
15450 -430809.892485 0.000000 -3.617826 -0.585028
15906 -430809.892485 0.000000 -3.617826 -0.585028
18562 -430809.892485 0.000000 -3.617826 -0.585028
18824 -430809.892485 0.000000 -3.617826 -0.585028
21399 -430809.892485 0.000000 -3.617826 -0.585028
21959 -430809.892485 0.000000 -3.617826 -0.585028
537 -430810.034975 0.000000 -3.760315 -0.727518
737 -430810.034975 0.000000 -3.760315 -0.727518
3374 -430810.034975 0.000000 -3.760316 -0.727518
3636 -430810.034975 0.000000 -3.760316 -0.727518
55181 -430810.034975 0.000000 -3.760315 -0.727518
6809 -430810.034975 0.000000 -3.760316 -0.727518
9474 -430810.034975 0.000000 -3.760316 -0.727518
9735 -430810.034975 0.000000 -3.760316 -0.727518
12310 -430810.034975 0.000000 -3.760316 -0.727518
12797 -430810.034975 0.000000 -3.760316 -0.727518
15373 -430810.034975 0.000000 -3.760315 -0.727518
15648 -430810.034975 0.000000 -3.760316 -0.727518
15850 -430810.034975 0.000000 -3.760316 -0.727518
18878 -430810.034975 0.000000 -3.760316 -0.727518
18415 -430810.034975 0.000000 -3.760315 -0.727518
21748 -430810.034975 0.000000 -3.760316 -0.727518
21940 -430810.034975 0.000000 -3.760316 -0.727518
229 -430810.536732 0.000000 -4.262072 -1.229275
490 -430810.536732 0.000000 -4.262072 -1.229275
3462 -430810.536732 0.000000 -4.262072 -1.229275
3699 -430810.536732 0.000000 -4.262072 -1.229275
6282 -430810.536732 0.000000 -4.262072 -1.229275
6559 -430810.536732 0.000000 -4.262072 -1.229275
6760 -430810.536732 0.000000 -4.262072 -1.229275
9670 -430810.536732 0.000000 -4.262072 -1.229275
9846 -430810.536732 0.000000 -4.262072 -1.229275
12501 -430810.536732 0.000000 -4.262072 -1.229275
12727 -430810.536732 0.000000 -4.262072 -1.229275
15719 -430810.536732 0.000000 -4.262072 -1.229275
15905 -430810.536732 0.000000 -4.262072 -1.229275
18561 -430810.536732 0.000000 -4.262072 -1.229275
18823 -430810.536732 0.000000 -4.262072 -1.229275
21669 -430810.536732 0.000000 -4.262072 -1.229275
21915 -430810.536732 0.000000 -4.262072 -1.229275
576 -430810.560814 0.000000 -4.286155 -1.253357
747 -430810.560814 0.000000 -4.286155 -1.253357
3413 -430810.560814 0.000000 -4.286155 -1.253357
52331 -430810.560814 0.000000 -4.286155 -1.253357
6481 -430810.560814 0.000000 -4.286155 -1.253357
6737 -430810.560814 0.000000 -4.286155 -1.253357
9323 -430810.560814 0.000000 -4.286155 -1.253357
9571 -430810.560815 0.000000 -4.286155 -1.253357
12580 -430810.560814 0.000000 -4.286155 -1.253357
12827 -430810.560814 0.000000 -4.286155 -1.253357
15412 -430810.560814 0.000000 -4.286155 -1.253357
15683 -430810.560814 0.000000 -4.286155 -1.253357
18483 -430810.560814 0.000000 -4.286155 -1.253357
18760 -430810.560814 0.000000 -4.286155 -1.253357
18940 -430810.560814 0.000000 -4.286155 -1.253357
21590 -430810.560814 0.000000 -4.286155 -1.253357
21471 -430810.560814 0.000000 -4.286155 -1.253357
228 -430810.119866 0.000000 -3.845206 -0.812408
715 -430810.119866 0.000000 -3.845206 -0.812408
3333 -430810.119866 0.000000 -3.845206 -0.812408
3608 -430810.119866 0.000000 -3.845206 -0.812408
6195 -430810.119866 0.000000 -3.845206 -0.812408
6402 -430810.119866 0.000000 -3.845206 -0.812408
6321 -430810.119866 0.000000 -3.845206 -0.812408
9669 -430810.119866 0.000000 -3.845206 -0.812408
9845 -430810.119866 0.000000 -3.845206 -0.812408
12500 -430810.119866 0.000000 -3.845206 -0.812408
