#ID      EIFS 	      EIPFS 	   FSbin        FSseg
1979 -115826.184549 0.000000 -4.942040 -1.827465
5241 -115826.184549 0.000000 -4.942040 -1.827465
266 -115826.183531 0.000000 -4.941021 -1.826447
3524 -115826.183531 0.000000 -4.941021 -1.826447
407 -115826.243235 0.000000 -5.000726 -1.886151
3669 -115826.243235 0.000000 -5.000726 -1.886151
1978 -115826.387072 0.000000 -5.144563 -2.029989
5244 -115826.387072 0.000000 -5.144563 -2.029989
305 -115826.387335 0.000000 -5.144826 -2.030252
3567 -115826.387335 0.000000 -5.144826 -2.030252
406 -115826.733326 0.000000 -5.490817 -2.376242
3569 -115826.733326 0.000000 -5.490817 -2.376242
2021 -115827.083838 0.000000 -5.841329 -2.726754
5283 -115827.083838 0.000000 -5.841329 -2.726754
308 -115827.083803 0.000000 -5.841294 -2.726719
3566 -115827.083803 0.000000 -5.841294 -2.726719
1899 -115827.340226 0.000000 -6.097717 -2.983143
5161 -115827.340226 0.000000 -6.097717 -2.983143
306 -115827.100279 0.000000 -5.857770 -2.743195
3570 -115827.100279 0.000000 -5.857770 -2.743195
264 -115827.123538 0.000000 -5.881029 -2.766454
1981 -115827.115922 0.000000 -5.873413 -2.758838
3528 -115827.123538 0.000000 -5.881029 -2.766454
5243 -115827.115922 0.000000 -5.873413 -2.758838
2020 -115826.992318 0.000000 -5.749809 -2.635234
5285 -115826.992318 0.000000 -5.749809 -2.635234
347 -115826.991973 0.000000 -5.749464 -2.634889
3609 -115826.991973 0.000000 -5.749464 -2.634889
551 -115826.552986 0.000000 -5.310477 -2.195902
2164 -115826.552144 0.000000 -5.309635 -2.195061
3712 -115826.552986 0.000000 -5.310477 -2.195902
5324 -115826.552144 0.000000 -5.309635 -2.195061
510 -115826.592833 0.000000 -5.350324 -2.235749
3670 -115826.592833 0.000000 -5.350324 -2.235749
408 -115825.865952 0.000000 -4.623442 -1.508868
3773 -115825.865952 0.000000 -4.623442 -1.508868
469 -115827.190487 0.000000 -5.947978 -2.833404
3834 -115827.190487 0.000000 -5.947978 -2.833404
2063 -115827.190405 0.000000 -5.947896 -2.833321
5426 -115827.190405 0.000000 -5.947896 -2.833321
2206 -115825.253641 0.000000 -4.011132 -0.896557
5366 -115825.253641 0.000000 -4.011132 -0.896557
430 -115825.398506 0.000000 -4.155997 -1.041422
3794 -115825.398506 0.000000 -4.155997 -1.041422
2045 -115825.400259 0.000000 -4.157749 -1.043175
5409 -115825.400259 0.000000 -4.157749 -1.043175
2104 -115825.212663 0.000000 -3.970154 -0.855579
5467 -115825.212663 0.000000 -3.970154 -0.855579
552 -115825.900535 0.000000 -4.658026 -1.543451
3711 -115825.900535 0.000000 -4.658026 -1.543451
2148 -115825.900954 0.000000 -4.658445 -1.543870
5309 -115825.900954 0.000000 -4.658445 -1.543871
11910 -115825.520880 0.000000 -4.278371 -1.163796
2226 -115825.520880 0.000000 -4.278371 -1.163796
450 -115825.703314 0.000000 -4.460804 -1.346230
3814 -115825.703314 0.000000 -4.460804 -1.346230
2062 -115825.703330 0.000000 -4.460820 -1.346246
5427 -115825.703330 0.000000 -4.460820 -1.346246
